OBJECTID;Activate;Address;PosicionSTR;Ligth;Name;NoAvailable;number;TotalBases;State;POINT_X;POINT_Y
174;1;Alcalde Sainz de Baranda (esquina con calle de Juan Espladiu),;-3.6657776999999996 40.4186666;0;182 - Parque Roma;0;182;23;IN_SERVICE;-3,6657777;40,4186666
175;1;Calle Hermosilla, 135,;-3.6693389999999995 40.425635;2;183 - Hermosilla - Doctor Esquerdo;0;183;23;IN_SERVICE;-3,669339;40,425635
176;1;Paseo del Marqués Zafra, 24 ,;-3.6653055 40.426;2;184 - Marqués de Zafra, 24;0;184;24;IN_SERVICE;-3,6653055;40,426
177;1;Calle Sancho Dávila, 35 ,;-3.6615277000000006 40.4250833;1;185 - Parque Quinta de la Fuente del Berro;0;185;24;IN_SERVICE;-3,6615277;40,4250833
178;1;Calle de Diego de León, 54 ,;-3.6780802000000006 40.434676;0;143 - Diego de León - General Pardiñas;0;143;23;IN_SERVICE;-3,6780802;40,434676
179;1;Calle de Alejandro González,1,;-3.6638249 40.4301326;0;187 - Alejandro González - Alcalá;0;187;23;IN_SERVICE;-3,6638249;40,4301326
180;1;Avenida de Daroca, 2 ,;-3.6590286000000005 40.4312562;2;188 - Puente de Ventas;0;188;27;IN_SERVICE;-3,6590286;40,4312562
181;1;Calle Virgen de la Alegría, 18,;-3.6554918000000005 40.4351256;1;189 - Virgen de la Alegría;0;189;23;IN_SERVICE;-3,6554918;40,4351256
182;1;Calle Velázquez, 91 ,;-3.6833753 40.4343053;0;190 - Velázquez - Diego de León;0;190;23;IN_SERVICE;-3,6833753;40,4343053
183;1;Calle de Alfonso Heredia, 2 ,;-3.6740777840614403 40.434569387142616;0;191 - Metro Diego de León;0;191;19;IN_SERVICE;-3,674077784;40,43456939
184;1;Avenida de los Toreros, 3 ,;-3.6714677183853106 40.431826464468664;0;192 - Avda. de los Toreros - Fco. Silvela;0;192;27;IN_SERVICE;-3,671467718;40,43182646
185;1;Avenida De los Toreros, 49 ,;-3.6655555 40.4324722;0;193 - Plaza de las Ventas;0;193;27;IN_SERVICE;-3,6655555;40,4324722
186;1;Calle Francisco Silvela, 87 ,;-3.6771534999999997 40.4372638;0;194 - Intercambiador de Avenida de América;0;194;24;IN_SERVICE;-3,6771535;40,4372638
187;1;Calle Mataelpino, 1 ,;-3.6754444 40.4392222;0;195 - Indalecio Hernández - Mataelpino;0;195;24;IN_SERVICE;-3,6754444;40,4392222
188;1;Calle Suero de Quiñones, 4 ,;-3.6752218 40.4442237;1;196 - Metro Prosperidad;0;196;27;IN_SERVICE;-3,6752218;40,4442237
189;1;Avenida de Concha Espina, 36 ,;-3.677916 40.4516059;0;197 - Parque de Berlín;0;197;23;IN_SERVICE;-3,677916;40,4516059
190;1;Paseo de las Castellana, 33 ,;-3.6890999999999994 40.432;2;198 - Metro Rubén Darío;0;198;23;IN_SERVICE;-3,6891;40,432
191;1;Calle Fernando el Católico, 61 ,;-3.7149166 40.4343611;2;199 - Fernando el Católico, 61;0;199;27;IN_SERVICE;-3,7149166;40,4343611
192;1;Glorieta de Quevedo, 4 ,;-3.7045789811585412 40.43375360585919;2;200 - Metro Quevedo;0;200;24;IN_SERVICE;-3,704578981;40,43375361
193;1;Calle José Abascal, 2 ,;-3.7038332999999994 40.4386944;0;201 - Metro Canal;0;201;23;IN_SERVICE;-3,7038333;40,4386944
194;1;Calle de Santander, 1 ,;-3.7083 40.4413;0;202 - Parque de Santander;0;202;27;IN_SERVICE;-3,7083;40,4413
195;1;Calle General Ampudia 2,;-3.7144722 40.44175;2;203 - General Ampudia - San Francisco Sales;0;203;24;IN_SERVICE;-3,7144722;40,44175
196;1;Calle Doctor Santero, 1 ,;-3.7040397 40.4476488;0;204 - Doctor Santero - Bravo Murillo;0;204;23;IN_SERVICE;-3,7040397;40,4476488
197;1;Calle Navarra, 1 ,;-3.7032776999999997 40.4535;2;205 - Metro Estrecho;0;205;23;IN_SERVICE;-3,7032777;40,4535
198;1;Calle Marqués de Viana, 3 ,;-3.69895 40.46088;2;206 - Metro Tetuán;0;206;23;IN_SERVICE;-3,69895;40,46088
199;1;Calle Azucenas, 2 ,;-3.6973352000000004 40.4630443;0;207 - Plaza de la Remonta;0;207;19;IN_SERVICE;-3,6973352;40,4630443
200;1;Paseo de la Castellana, 216 ,;-3.6890611 40.4662811;2;208 - Intercambiador de Plaza de Castilla;0;208;18;IN_SERVICE;-3,6890611;40,4662811
201;1;Plaza de Castilla, 9 ,;-3.6887000000000003 40.4657;1;209 - Plaza de Castilla - Fundación Canal;0;209;23;IN_SERVICE;-3,6887;40,4657
202;1;Calle de las Tres Cruces,;-3.7027164000000004 40.4196518;2;210 - Calle de las Tres Cruces - Gran Vía;0;210;27;IN_SERVICE;-3,7027164;40,4196518
203;1;Calle de el Desengaño, 4 ,;-3.70239 40.42059;0;211 - Desengaño - Valverde;0;211;23;IN_SERVICE;-3,70239;40,42059
204;1;Glorieta Marqués de Vadillo, 9,;-3.7165910000000006 40.398247;2;212 - Metro Marqués de Vadillo;0;212;27;IN_SERVICE;-3,716591;40,398247
205;1;Calle de Antonio López, 129 ,;-3.7002247 40.3889918;0;213 - Glorieta de Cádiz;0;213;23;IN_SERVICE;-3,7002247;40,3889918
206;1;Calle Condesa de Venadito, 2 ,;-3.6569031 40.4434316;0;214 - Condesa de Venadito - Albacete;0;214;24;IN_SERVICE;-3,6569031;40,4434316
207;1;Calle Gutierre de Cetina, 77 ,;-3.6408092999999995 40.429588;1;215 - Gutierre de Cetina - Ascao;0;215;23;IN_SERVICE;-3,6408093;40,429588
208;1;Plaza Puerta del Ángel, 3 ,;-3.72897 40.4141;1;216 - Plaza de Puerta del Ángel;0;216;27;IN_SERVICE;-3,72897;40,4141
209;1;Calle Pedro Rico, 4 ,;-3.6890757999999995 40.480884;0;217 - Hospital Universitario La Paz;0;217;23;IN_SERVICE;-3,6890758;40,480884
210;1;Camino de Vinateros, 28 ,;-3.6572967 40.4105478;2;218 - Camino de los Vinateros A;0;218;23;IN_SERVICE;-3,6572967;40,4105478
211;1;Camino de los Vinateros, 108 ,;-3.6467337999999994 40.4083593;1;219 - Camino de los Vinateros B;0;219;18;IN_SERVICE;-3,6467338;40,4083593
212;1;Calle Arroyo de las Pilillas, 2 ,;-3.651384 40.406156;1;220 - Plaza del Encuentro;0;220;24;IN_SERVICE;-3,651384;40,406156
213;1;Calle Hacienda de Pavones, 148 ,;-3.6347444787322485 40.400492026660594;0;221 - Metro Pavones;0;221;23;IN_SERVICE;-3,634744479;40,40049203
214;1;Calle Eugenio Caxes, 14 ,;-3.7026789 40.3917871;2;222 - Eugenio Caxes - Antonio López;0;222;23;IN_SERVICE;-3,7026789;40,3917871
215;1;Paseo de la Ermita del Santo, 48 ,;-3.724576 40.406448;2;223 - Ermita del Santo;0;223;27;IN_SERVICE;-3,724576;40,406448
216;1;Calle Caramuel, 51 ,;-3.7287000000000003 40.409;2;224 - Parque de Caramuel;0;224;27;IN_SERVICE;-3,7287;40,409
217;1;Calle Sierra Toledana, 33 ,;-3.660345 40.402506;1;225 - Sierra Toledana - Doctor Lozano;0;225;24;IN_SERVICE;-3,660345;40,402506
218;1;Camino Valderribas, 94 ,;-3.6607768678037744 40.39901531507069;1;226 - Sierra Toledana - Camino de Valderribas;0;226;23;IN_SERVICE;-3,660776868;40,39901532
219;1;Calle Arroyo del Olivar, 3 ,;-3.665936242935637 40.39382977920336;1;227 - Arroyo del Olivar;0;227;24;IN_SERVICE;-3,665936243;40,39382978
220;1;Calle San Delfín, 10 ,;-3.7080429728445568 40.39440607959559;2;228 - San Delfín - Antonio López;0;228;18;IN_SERVICE;-3,708042973;40,39440608
221;1;Calle José del Hierro, 6 ,;-3.6486508 40.4369378;0;229 - Centro Deportivo Municipal Concepción;0;229;23;IN_SERVICE;-3,6486508;40,4369378
222;1;Calle Carlota O Neill, 30-32 ,;-3.6488254 40.4436792;2;230 - Carlota O´Neill - Agastia;0;230;24;IN_SERVICE;-3,6488254;40,4436792
223;1;Calle Derechos Humanos, 14 ,;-3.6557193 40.4398283;2;231 - Derechos Humanos - Verdaguer y García;0;231;24;IN_SERVICE;-3,6557193;40,4398283
224;1;Calle De José Maria Pereda, 1 ,;-3.6486169000000004 40.4327663;0;232 - José María de Pereda - Alcalá;0;232;27;IN_SERVICE;-3,6486169;40,4327663
225;1;Calle Marqués de Corbera, 12 ,;-3.6555789000000005 40.4229522;2;233 - El dragón de La Elipa;0;233;24;IN_SERVICE;-3,6555789;40,4229522
226;1;Avenida Marques de Corbera, 52 ,;-3.6510917000000003 40.4261278;2;234 - Metro La Elipa;0;234;24;IN_SERVICE;-3,6510917;40,4261278
227;1;Calle del Sodio, 1B ,;-3.691076 40.389041;0;235 - Sodio - Embajadores;0;235;23;IN_SERVICE;-3,691076;40,389041
228;1;Paseo Imperial, 31 ,;-3.7170785 40.4075794;1;236 - Paseo Imperial;0;236;27;IN_SERVICE;-3,7170785;40,4075794
229;1;CalleSan Germán, 5 ,;-3.6932611 40.4561825;0;238 - San Germán, 5;0;238;24;IN_SERVICE;-3,6932611;40,4561825
230;1;Calle de Francos Rodríguez, 62 ,;-3.7078331000000007 40.4567132;1;239 - Francos Rodríguez - José Calvo;0;239;23;IN_SERVICE;-3,7078331;40,4567132
231;1;Avenida De Brasilia, 9 ,;-3.66096 40.43666;0;240 - Brasilia - Parque Breogán;0;240;23;IN_SERVICE;-3,66096;40,43666
232;1;Calle Camilo José Cela, 27,;-3.6677899999999997 40.4378;2;241 - Camilo José Cela;0;241;23;IN_SERVICE;-3,66779;40,4378
233;1;Avenida De Bruselas, 56 ,;-3.6629280000000004 40.439513;0;242 - Metro Parque de las Avenidas;0;242;23;IN_SERVICE;-3,662928;40,439513
234;1;Calle Cartagena, 37,;-3.6701200000000003 40.43503;2;243 - Cartagena;0;243;23;IN_SERVICE;-3,67012;40,43503
235;1;Calle Isaac Peral, 42 ,;-3.71757 40.44003;0;244 - Hospital Clínico San Carlos;0;244;23;IN_SERVICE;-3,71757;40,44003
236;1;Calle Galileo, 63 ,;-3.7101381 40.4363637;1;245 - Galileo - Donoso Cortés;0;245;24;IN_SERVICE;-3,7101381;40,4363637
237;1;Calle de Santa Engracia, 85-87 ,;-3.699248472404664 40.43595788149785;0;246 - Metro Iglesia;0;246;27;IN_SERVICE;-3,699248472;40,43595788
238;1;Calle de Zurbano, 90 ,;-3.69281 40.43837;0;247 - Zurbano - José Abascal;0;247;23;IN_SERVICE;-3,69281;40,43837
239;1;Calle de Sinesio Delgado, 2 ,;-3.6879973 40.4743209;0;248 - Sinesio Delgado - Cuatro Torres ;0;248;27;IN_SERVICE;-3,6879973;40,4743209
240;1;Calle Manuel Caldeiro, 1,;-3.685419182838061 40.47645878644506;2;249 - Castellana - Cuatro Torres;0;249;24;IN_SERVICE;-3,685419183;40,47645879
241;1;Calle Serrano, 111 ,;-3.6858096 40.4406491;0;250 - Serrano - CSIC;0;250;27;IN_SERVICE;-3,6858096;40,4406491
242;1;Calle Santa Hortensia, 31 ,;-3.66683 40.44421;1;251 - Santa Hortensia - Corazón de María;0;251;23;IN_SERVICE;-3,66683;40,44421
243;1;Calle Agustín de Foxá, 40 ,;-3.6839695 40.4717403;2;252 - Est. tren Chamartín - Clara Campoamor;0;252;23;IN_SERVICE;-3,6839695;40,4717403
244;1;Calle del Doctor Fleming, 7 ,;-3.6884400000000004 40.45546;0;253 - Doctor Fleming - Estadio S. Bernabéu;0;253;19;IN_SERVICE;-3,68844;40,45546
245;1;Avenida De Pio XII, 3 ,;-3.6765599999999994 40.461;2;254 - Plaza del Perú;0;254;23;IN_SERVICE;-3,67656;40,461
246;1;Calle General López pozas, 2 ,;-3.685292 40.46361;0;255 - General López Pozas - Apolonio Morales;0;255;23;IN_SERVICE;-3,685292;40,46361
247;1;Calle Beatriz de Bobadilla, 4 ,;-3.7138299999999997 40.44635;2;256 - Reina Victoria - Beatriz de Bobadilla;0;256;23;IN_SERVICE;-3,71383;40,44635
248;1;Avenida Juan Herrera, 1 ,;-3.7305269999999995 40.438873;2;257 - Ciudad Universitaria - INEF;0;257;23;IN_SERVICE;-3,730527;40,438873
249;1;Ciudad Universitaria, 1 ,;-3.7269389999999993 40.444311;0;258 - Metro Ciudad Universitaria A;0;258;24;IN_SERVICE;-3,726939;40,444311
250;1;Ciudad Universitaria, 2 ,;-3.726752004160312 40.44270528449462;0;259 - Metro Ciudad Universitaria B;0;259;19;IN_SERVICE;-3,726752004;40,44270528
251;1;Facultad de Biología,;-3.7272945 40.4483322;0;260 - Ciudad Universitaria - Fac. de Biología;0;260;24;IN_SERVICE;-3,7272945;40,4483322
252;1;Avenida Complutense, 21 ,;-3.7296756 40.4505516;0;261 - Ciudad Universitaria - Facultad Derecho;0;261;23;IN_SERVICE;-3,7296756;40,4505516
253;1;Calle Amparo Usera, 46 ,;-3.7061449 40.38707469;1;384 - Metro Usera;0;384;23;IN_SERVICE;-3,7061449;40,38707469
254;1;Calle Doctor Tolosa Latour, 7 ,;-3.7004147799999996 40.37837955;0;388 - Estación tren - Hospital 12 de Octubre;0;388;23;IN_SERVICE;-3,70041478;40,37837955
255;1;Calle Campotejar , 25,;-3.7038867099999995 40.36721104;0;385 - Estación de tren Orcasitas;0;385;23;IN_SERVICE;-3,70388671;40,36721104
256;1;Calle Isabelita Usera, 44 ,;-3.7077397199999997 40.38272256;1;387 - Isabelita Usera, 44;0;387;23;IN_SERVICE;-3,70773972;40,38272256
257;1;Avenida de la Perla, 35,;-3.6939702000000003 40.3700017;2;383 - Metro San Fermín-Orcasur;0;383;23;IN_SERVICE;-3,6939702;40,3700017
258;1;Avenida de los Poblados, 130,;-3.7133152099999998 40.37347443;2;386 - Avenida de los Poblados, 130;0;386;23;IN_SERVICE;-3,71331521;40,37347443
259;1;Avenida Ramon y Cajal, 101,;-3.662016 40.453493;2;476 - Metro Avenida de la Paz;0;476;23;IN_SERVICE;-3,662016;40,453493
260;1;Calle de los Misterios, 2 ,;-3.6389040000000006 40.438278;0;477 - Metro Ciudad Lineal;0;477;23;IN_SERVICE;-3,638904;40,438278
261;1;Calle José del Hierro esquina con Arturo Soria ,;-3.6410572000000005 40.44152084;0;478 - José del Hierro - Misterios;0;478;23;IN_SERVICE;-3,6410572;40,44152084
262;1;Calle de Ángel Muñoz, 1,;-3.655837131282797 40.45478362295884;0;479 - Metro Arturo Soria;0;479;27;IN_SERVICE;-3,655837131;40,45478362
263;1;Calle Vicente Muzas, 13 ,;-3.6604425500000004 40.45903315;2;480 - Vicente Muzas - Arturo Soria;0;480;23;IN_SERVICE;-3,66044255;40,45903315
264;1;Diego Ayllon, 2,;-3.6521906299999998 40.45117857;0;481 - Diego Ayllón - Arturo Soria;0;481;23;IN_SERVICE;-3,65219063;40,45117857
265;1;Calle de Velero, 16 ,;-3.5940999999999996 40.453;0;554 - Metro El Capricho;0;554;27;IN_SERVICE;-3,5941;40,453
266;1;Avda. de Burgos, 17 ,;-3.6757900294303902 40.473593878889254;2;284 - Avenida de Burgos, 17;0;284;23;IN_SERVICE;-3,675790029;40,47359388
267;1;Campuzano, 1,;-3.6423386 40.4356873;2;482 - Metro Pueblo Nuevo;0;482;23;IN_SERVICE;-3,6423386;40,4356873
268;1;Calle Marcelino Álvarez, 31 ,;-3.6534324 40.4297428;2;483 - Marcelino Álvarez - Daroca;0;483;23;IN_SERVICE;-3,6534324;40,4297428
269;1;Calle Luis Campos, 3,;-3.6323890000000003 40.42893071;2;484 - Metro García Noblejas;0;484;23;IN_SERVICE;-3,632389;40,42893071
270;1;Calle Carretera de Canillas, 40,;-3.65089253 40.4628701;2;523 - Carretera de Canillas;0;523;23;IN_SERVICE;-3,65089253;40,4628701
271;1;Calle Santa María Magdalena, 15 ,;-3.6706 40.4631;0;285 - Santa María Magdalena - La Drácena;0;285;23;IN_SERVICE;-3,6706;40,4631
272;1;Plaza Duque de Pastrana, 2 ,;-3.6778999999999997 40.4679;0;286 - Plaza Duque de Pastrana ;0;286;23;IN_SERVICE;-3,6779;40,4679
273;1;Calle de la Yuca, 1,;-3.6762 40.4765;1;287 - Metro Bambú;0;287;23;IN_SERVICE;-3,6762;40,4765
274;1;Calle Caídos de la División Azul, 28 ,;-3.6723 40.4664;1;288 - Caídos de la División Azul;0;288;23;IN_SERVICE;-3,6723;40,4664
275;1;Glorieta de Luís Rosales (esquina con López De Hoyos) ,;-3.6542999999999997 40.4673;2;524 - Glorieta Luis Rosales;0;524;23;IN_SERVICE;-3,6543;40,4673
276;1;Fuente Carrantona , 33,;-3.63192261 40.4070216;0;460 - Fuente Carrantona - Doctor García Tapia;0;460;27;IN_SERVICE;-3,63192261;40,4070216
277;1;Luis de Hoyos Sainz, 198,;-3.6292746499999997 40.400094;2;455 - Luis de Hoyos Sainz,  198;0;455;23;IN_SERVICE;-3,62927465;40,400094
278;1;Encomienda de Palacios, 8,;-3.6464000000000003 40.4005;2;456 - Encomienda de Palacios, 8;0;456;23;IN_SERVICE;-3,6464;40,4005
279;1;Calle Ramirez Tomé, 33 ,;-3.645973936176305 40.38875618103898;0;416 - Ramírez Tomé;0;416;27;IN_SERVICE;-3,645973936;40,38875618
280;1;Calle Romeo y Julieta, 13 ,;-3.6621756300000006 40.37873799;1;417 - Romeo y Julieta, 13;0;417;27;IN_SERVICE;-3,66217563;40,37873799
281;1;Calle Puerto de Arlabán, 83 ,;-3.6674999999999995 40.3864;1;418 - Puerto de Arlabán - San Diego;0;418;27;IN_SERVICE;-3,6675;40,3864
282;1;Calle Cronos, 57 ,;-3.6194333 40.4384695;0;496 - Cronos;0;496;27;IN_SERVICE;-3,6194333;40,4384695
283;1;Calle Hermanos García Noblejas, 137 ,;-3.6241999999999996 40.4191;0;501 - Metro Alsacia;0;501;23;IN_SERVICE;-3,6242;40,4191
284;1;Calle Alcalá, 546,;-3.6178316999999995 40.44313349999999;2;498 - Metro Torre Arias;0;498;27;IN_SERVICE;-3,6178317;40,4431335
285;1;Calle Alcala, 590,;-3.6121996 40.4466561;0;499 - Biblioteca Pública Municipal Canillejas;0;499;23;IN_SERVICE;-3,6121996;40,4466561
286;1;Calle Aracne, 17,;-3.5895 40.445;2;500 - Aracne, 17;0;500;27;IN_SERVICE;-3,5895;40,445
287;1;Calle Alcalá, 506,;-3.6274 40.4407;0;497 - Metro Suances;0;497;23;IN_SERVICE;-3,6274;40,4407
288;1;Calle Puerto Serrano, 1 enfrente del nº 6 ,;-3.6884609999999998 40.385412;1;265 - Puerto Serrano - Embajadores;0;265;23;IN_SERVICE;-3,688461;40,385412
289;1;Calle Comandante Fontanés, 1 ,;-3.7211209 40.3951415;1;351 - Comandante Fontanes - General Ricardos;0;351;23;IN_SERVICE;-3,7211209;40,3951415
290;1;Calle Ervigio, 22 ,;-3.7315 40.3947;1;350 - Ervigio - Amalarico;0;350;23;IN_SERVICE;-3,7315;40,3947
291;1;Calle Julio Merino, 5 ,;-3.7032 40.3831;1;389 - Julio Merino - Pilarica;0;389;23;IN_SERVICE;-3,7032;40,3831
292;1;Calle avena, 10 ,;-3.7159000000000004 40.3773;1;390 - Avena - Mijo;0;390;23;IN_SERVICE;-3,7159;40,3773
293;1;Avenida de Cantabria, 6,;-3.5877220100000002 40.45462514;1;556 - Cantabria, 6;0;556;24;IN_SERVICE;-3,58772201;40,45462514
294;1;Paseo de la Alameda de Osuna, 48,;-3.5981217100000005 40.45476837;2;555 - Parque del Capricho;0;555;27;IN_SERVICE;-3,59812171;40,45476837
295;1;Calle Francisco Villaespesa, 37 ,;-3.6464629 40.4293263;0;485 - Francisco Villaespesa - Ledesma;0;485;23;IN_SERVICE;-3,6464629;40,4293263
296;1;Calle Arzobispo Morcillo, 6,;-3.6938 40.4815;0;570 - Uni. Autónoma Madrid - Facul. Medicina;0;570;27;IN_SERVICE;-3,6938;40,4815
297;1;Calle Hernani, 59 ,;-3.6972000000000005 40.4481;0;295 - Hernani - Edgar Neville;0;295;23;IN_SERVICE;-3,6972;40,4481
298;1;Calle de la Costa Verde, 25-23 ,;-3.696862 40.469477;2;296 - Costa Verde;0;296;23;IN_SERVICE;-3,696862;40,469477
299;1;Calle Simancas, 2,;-3.6951129800000007 40.4655;0;297 - Simancas - Pinos Alta;0;297;23;IN_SERVICE;-3,69511298;40,4655
300;1;Calle Gallur, 5,;-3.7359 40.3984;1;323 - Centro Deportivo Municipal Gallur;0;323;23;IN_SERVICE;-3,7359;40,3984
301;1;Calle de las Higueras, 49,;-3.7450961521148636 40.40457132475174;1;324 - Metro Lucero;0;324;23;IN_SERVICE;-3,745096152;40,40457133
302;1;Hacienda de Pavones, 148,;-3.6419 40.4026;0;457 - Hacienda de Pavones, 148;0;457;23;IN_SERVICE;-3,6419;40,4026
303;1;Calle de la Maquinilla, 8-10 ,;-3.63660359830116 40.38071154157505;1;432 - Maquinilla - Tranvía Blanco;0;432;24;IN_SERVICE;-3,636603598;40,38071154
304;1;Calle Marqués de Viana, 85 ,;-3.704478 40.463643;1;298 - Marques de Viana - Bellver;0;298;19;IN_SERVICE;-3,704478;40,463643
305;1;Calle Sierra de Guadalupe, 11 ,;-3.6237645700000005 40.38135158;2;437 - Metro Sierra de Guadalupe;0;437;27;IN_SERVICE;-3,62376457;40,38135158
306;1;Calle de la Verdad, 29,;-3.7171600000000002 40.391787;1;358 - Verdad;0;358;23;IN_SERVICE;-3,71716;40,391787
307;1;Calle Algorta, 2,;-3.72745169 40.39162261454714;2;352 - Algorta  - General Ricardos;0;352;23;IN_SERVICE;-3,72745169;40,39162262
308;1;Fernando Gabriel, 2 ,;-3.6394989099999995 40.42466356;0;492 - Metro La Almudena;0;492;24;IN_SERVICE;-3,63949891;40,42466356
309;1;Paseo de los Jesuitas, 69 ,;-3.7350999999999996 40.408;1;322 - Ps. Jesuitas - Mercado Alto Extremadura;0;322;27;IN_SERVICE;-3,7351;40,408
310;1;Avenida Córdoba, enfrente nº 21 ,;-3.697856 40.38268;2;392 - Metro Almendrales;0;392;23;IN_SERVICE;-3,697856;40,38268
311;1;Calle Candilejas, 5 ,;-3.6630038299999996 40.38263599;1;420 - Candilejas, 5;0;420;22;IN_SERVICE;-3,66300383;40,38263599
312;1;Calle Puerto de Balbarán, 10,;-3.655868 40.3762374;1;419 - Estación de tren de El Pozo;0;419;27;IN_SERVICE;-3,655868;40,3762374
313;1;Calle Cabeza de Mesada, 5,;-3.6294129999999996 40.37647902;2;439 - Cabeza Mesada - Parque de Valdeperdices;0;439;27;IN_SERVICE;-3,629413;40,37647902
314;1;Avenida de Orovilla, 53,;-3.6895 40.3587;1;398 - Orovilla - Felicidad;0;398;27;IN_SERVICE;-3,6895;40,3587
315;1;Avenida Monforte de Lemos, 13 ,;-3.6964999999999995 40.4795;0;569 - C. Deportivo Mpal. Vicente del Bosque;0;569;23;IN_SERVICE;-3,6965;40,4795
316;1;Calle Melchor Fernandez Almagro, 80,;-3.710326199999999 40.4756475;2;571 - Melchor Fernández Almagro - Plaza Tuy;0;571;23;IN_SERVICE;-3,7103262;40,4756475
317;1;Calle Valle de Mena, 5,;-3.7152724500000005 40.46962735;2;304 - Valle de Mena, 5;0;304;23;IN_SERVICE;-3,71527245;40,46962735
318;1;Calle del Cobre, 6 ,;-3.689031463575172 40.39338327980599;1;268 - Metro Arganzuela-Planetario;0;268;23;IN_SERVICE;-3,689031464;40,39338328
319;1;Paseo de la Florida, 37,;-3.72317757 40.42276114;0;305 - Intercambiador de Príncipe Pío B;0;305;23;IN_SERVICE;-3,72317757;40,42276114
320;1;Avenida Del Santo Ángel de la Guarda, 6 ,;-3.7121965 40.4617959;0;306 - Centro Deportivo Mpal Fernando Martín;0;306;23;IN_SERVICE;-3,7121965;40,4617959
321;1;Calle Serrano Galvache 1,;-3.6679379 40.471382;0;486 - Serrano Galvache - Arturo Soria;0;486;23;IN_SERVICE;-3,6679379;40,471382
322;1;Calle de Puertollano, 4-2 ,;-3.6237372 40.4425157;0;502 - Puertollano - Veinticinco de Septiembre;0;502;23;IN_SERVICE;-3,6237372;40,4425157
323;1;Calle Gallegos 27,;-3.6102747000000006 40.40240379;0;462 - Gallegos - Lavadero Viejo;0;462;27;IN_SERVICE;-3,6102747;40,40240379
324;1;Calle Arroyo del Olivar, 63,;-3.653269 40.388435;2;421 - Arroyo del Olivar - Buenos Aires;0;421;24;IN_SERVICE;-3,653269;40,388435
325;1;Calle Manuel Uribe, 1,;-3.66503419 40.46434131;0;487 - Manuel Uribe - Arturo Soria;0;487;23;IN_SERVICE;-3,66503419;40,46434131
326;1;422 - Travesia de Palomeras, 7,;-3.6705179 40.39017003;1;422 - Travesia de Palomeras, 7;0;422;24;IN_SERVICE;-3,6705179;40,39017003
327;1;Avenida de Entrevias, 56,;-3.6685501300000003 40.38138801;0;423 - Estación de tren Asamblea de Madrid;0;423;24;IN_SERVICE;-3,66855013;40,38138801
328;1;Camino de Valderribas, 47,;-3.663958 40.4002231;1;424 - Camino de Valderribas, 47;0;424;24;IN_SERVICE;-3,663958;40,4002231
329;1;Calle Ramón Pérez de Ayala, 40,;-3.65381017 40.40003472;2;425 - Ramón Perez Ayala - Pque. Cerro Tío Pío;0;425;24;IN_SERVICE;-3,65381017;40,40003472
330;1;Calle Humanes, 3,;-3.64932678 40.3952121;0;426 - Humanes - Benjamín Palencia;0;426;24;IN_SERVICE;-3,64932678;40,3952121
331;1;Calle de los Andaluces, 2,;-3.64148304 40.3914244;2;427 - Andaluces, 2;0;427;24;IN_SERVICE;-3,64148304;40,3914244
332;1;Avenida La Albufera, 136 ,;-3.6570999999999994 40.3919;0;428 - Estadio de Vallecas;0;428;24;IN_SERVICE;-3,6571;40,3919
333;1;Calle Manuel Noya, 29 ,;-3.7117979 40.3853787;1;393 - Manuel Noya , 29;0;393;24;IN_SERVICE;-3,7117979;40,3853787
334;1;Serrano Galvache, 56,;-3.67144504 40.47675257;2;489 - Serrano Galvache - Yerma;0;489;24;IN_SERVICE;-3,67144504;40,47675257
335;1;Calle Hermanos García Nobleza (esquina Plaza del Reloj Solar) ,;-3.62888094 40.42427523;2;490 - Hnos.García Noblejas-FcoLargo Caballero;0;490;24;IN_SERVICE;-3,62888094;40,42427523
336;1;Calle Ricardo Ortiz, 33,;-3.6579643900000005 40.42657032;1;488 - Ricardo Ortiz, 33;0;488;24;IN_SERVICE;-3,65796439;40,42657032
337;1;Calle Bacares, 20 ,;-3.6626902900000005 40.47675499;2;525 - Metro Manoteras;0;525;24;IN_SERVICE;-3,66269029;40,47675499
338;1;Calle de San Roman del Valle, 20,;-3.623466935545257 40.42309928573645;1;504 - Biblioteca Pública Municipal San Blas;0;504;24;IN_SERVICE;-3,623466936;40,42309929
339;1;Calle Zaldivar, 19 ,;-3.62650373 40.43209033;2;503 - Zaldívar - Valdecanillas;0;503;24;IN_SERVICE;-3,62650373;40,43209033
340;1;Calle Arroyo Bueno, 53 ,;-3.7109850000000004 40.349111;1;404 - Junta Municipal Distrito de Villaverde;0;404;27;IN_SERVICE;-3,710985;40,349111
341;1;Calle Mercedes Arteaga, 21,;-3.7222175704754585 40.39251608002938;1;353 - Mercedes Arteaga, 21;0;353;24;IN_SERVICE;-3,72221757;40,39251608
342;1;Calle de la Vía, 56 ,;-3.7182338 40.3854641;2;355 - Intercambiador de Plaza Elíptica;0;355;24;IN_SERVICE;-3,7182338;40,3854641
343;1;Calle Francisco Tejada, 1 ,;-3.739615781020349 40.40937950320982;0;326 - Metro Alto de Extremadura;0;326;24;IN_SERVICE;-3,739615781;40,4093795
344;1;Calle El Greco, 27 ,;-3.7472615299999994 40.40741199;1;327 - El Greco, 27 - C. Cultural El Greco;0;327;24;IN_SERVICE;-3,74726153;40,40741199
