3191 Alameda de Osuna-Rambla                                                                                                                                                                                  -3.5942117 40.4572137
3192 Glorieta de la Medusa                                                                                                                                                                                    -3.611942 40.4534905
3193 Guadalajara                                                                                                                                                                                              -3.6137629 40.4538412
3194 Gutiérrez Canales                                                                                                                                                                                        -3.6131586 40.4500066
3195 Alcalá-25 de Septiembre                                                                                                                                                                                  -3.6215941 40.4440066
3196 San Romualdo-Albasanz                                                                                                                                                                                    -3.6206754 40.4405476
3197 San Romualdo-Julián Camarillo                                                                                                                                                                            -3.6200351 40.4392357
3198 Julián Camarillo-Miguel Yuste                                                                                                                                                                            -3.6223823 40.4380924
3199 Julián Camarillo-Rufino González                                                                                                                                                                         -3.6247285 40.4373951
3200 Julián Camarillo-Santa Leonor                                                                                                                                                                            -3.6277849 40.4364146
3201 Julián Camarillo-Albarracín                                                                                                                                                                              -3.629709 40.4360663
3202 Ascao-Julián Camarillo                                                                                                                                                                                   -3.6326933 40.4351085
3203 Manuel Becerra                                                                                                                                                                                           -3.6672504 40.4294863
3204 Avenida de Daroca-Ricardo Ortiz                                                                                                                                                                          -3.6567167 40.4325872
3205 Avenida de Daroca-Apóstol Santiago                                                                                                                                                                       -3.653787 40.4314821
3206 Avenida de Daroca-Mateo García                                                                                                                                                                           -3.6517914 40.4312321
3207 Avenida de Daroca-Miguel de Unamuno                                                                                                                                                                      -3.6493863 40.4305385
3208 Avenida de Daroca-Santa Prisca                                                                                                                                                                           -3.6466695 40.4293375
3209 Cementerio La Almudena                                                                                                                                                                                   -3.6436319 40.4278229
3210 Largo Caballero-Avenida Daroca                                                                                                                                                                           -3.6372634 40.4249843
3211 Cementerio Civil                                                                                                                                                                                         -3.6329671 40.4235214
3212 Nicolás Salmerón-Crematorio                                                                                                                                                                              -3.6309496 40.4224243
3213 Nicolás Salmerón-Matamorosa                                                                                                                                                                              -3.6288268 40.4212512
3214 Nicolás Salmerón-Paredes de Nava                                                                                                                                                                         -3.6269345 40.4202209
3215 Nicolás Salmerón-Alsacia                                                                                                                                                                                 -3.6235974 40.4196173
3216 Alsacia                                                                                                                                                                                                  -3.6220471 40.4187833
3217 Aquitania-Capri                                                                                                                                                                                          -3.6187138 40.4198283
3218 Aquitania-Nuremberg                                                                                                                                                                                      -3.6162044 40.4207381
3219 Aquitania-República Eslovaca                                                                                                                                                                             -3.6144778 40.4213419
3220 Aquitania-Toscana                                                                                                                                                                                        -3.6112091 40.4225439
3221 Forges-Efigenia                                                                                                                                                                                          -3.5999285 40.4066749
3222 Forges-Jardín de la Duquesa                                                                                                                                                                              -3.6014022 40.4072709
3223 Abad Juan Catalán                                                                                                                                                                                        -3.5917603 40.4075278
3224 Vicálvaro                                                                                                                                                                                                -3.5895195 40.4073906
3225 Forges-Jardín de la Duquesa                                                                                                                                                                              -3.6013965 40.4071313
3226 Forges-Efigenia                                                                                                                                                                                          -3.5998704 40.4064815
3227 Artilleros-Calahorra                                                                                                                                                                                     -3.6085694 40.4095487
3228 Avenida de Guadalajara-Albericia                                                                                                                                                                         -3.6116906 40.424172
3229 Avenida Guadalajara-República Eslovaca                                                                                                                                                                   -3.6156436 40.42266
3230 Avenida de Guadalajara-Capri                                                                                                                                                                             -3.6188641 40.4214716
3231 Alsacia                                                                                                                                                                                                  -3.6216242 40.4204703
3232 Largo Caballero-Avenida Daroca                                                                                                                                                                           -3.6362862 40.4251969
3233 Avenida de Daroca-Arriaga                                                                                                                                                                                -3.6387184 40.4255979
3234 Cementerio La Almudena                                                                                                                                                                                   -3.6438001 40.4281958
3235 Avenida de Daroca-Santa Prisca                                                                                                                                                                           -3.6467601 40.4295262
3236 Avenida de Daroca-Miguel de Unamuno                                                                                                                                                                      -3.6492664 40.4306382
3237 Avenida de Daroca-Mateo García                                                                                                                                                                           -3.6512893 40.4315413
3238 Alcalá-Alcalde López Casero                                                                                                                                                                              -3.6533775 40.4341691
3239 Plaza Castilla                                                                                                                                                                                           -3.6876593 40.4700423
3240 San Luis-Almanzora                                                                                                                                                                                       -3.6621568 40.4751417
3241 San Luis-Añastro                                                                                                                                                                                         -3.6577151 40.4729103
3242 San Luis-Estación Hortaleza                                                                                                                                                                              -3.6558529 40.4729299
3243 Colonia Pinar del Rey                                                                                                                                                                                    -3.6532171 40.4735033
3244 San Luis-Solsona                                                                                                                                                                                         -3.6505486 40.4742166
3245 San Luis-Santos de la Humosa                                                                                                                                                                             -3.6484453 40.4746248
3246 Mar de las Antillas-Santa Susana                                                                                                                                                                         -3.6454892 40.4778035
3247 Parque Santa María                                                                                                                                                                                       -3.6449382 40.4795138
3248 Santa Adela                                                                                                                                                                                              -3.6458368 40.4808286
3249 Hortaleza                                                                                                                                                                                                -3.6481564 40.4806534
3250 Mar de las Antillas-Abarzuza                                                                                                                                                                             -3.6473359 40.4786851
3251 San Luis-Santos de la Humosa                                                                                                                                                                             -3.6481734 40.4749507
3252 San Luis-Solsona                                                                                                                                                                                         -3.6507173 40.4743868
3253 Colonia Pinar del Rey                                                                                                                                                                                    -3.6533703 40.4736421
3254 San Luis-Estación Hortaleza                                                                                                                                                                              -3.6558369 40.4731056
3255 San Luis-Añastro                                                                                                                                                                                         -3.6575961 40.4732218
3256 San Luis-Almanzora                                                                                                                                                                                       -3.6619149 40.4753683
3257 Portalegre-Avenida Oporto                                                                                                                                                                                -3.7225817 40.3868382
3258 Padre Amigo                                                                                                                                                                                              -3.7382887 40.3805452
3259 María Odiaga-Padre Amigo                                                                                                                                                                                 -3.7391779 40.3812017
3260 María Odiaga-Witerico                                                                                                                                                                                    -3.7405855 40.3807062
3261 María Odiaga-Piedrahíta                                                                                                                                                                                  -3.7419266 40.3793237
3262 María Odiaga-Federico Grases                                                                                                                                                                             -3.7427136 40.3778142
3263 Plaza de los Navarros                                                                                                                                                                                    -3.7414234 40.3761107
3264 Aguacate-Centro de Salud                                                                                                                                                                                 -3.7463054 40.373773
3265 Aguacate-Secoya                                                                                                                                                                                          -3.743057 40.3714065
3266 Euro-Aguacate                                                                                                                                                                                            -3.7410014 40.3702485
3267 Cementerio Carabanchel                                                                                                                                                                                   -3.7393715 40.3693085
3268 Euro-Aguacate                                                                                                                                                                                            -3.7409165 40.3703617
3269 Aguacate-Secoya                                                                                                                                                                                          -3.7436705 40.371862
3270 Antonia Rodríguez Sacristán-Centro Salud                                                                                                                                                                 -3.7456038 40.3747055
3271 María Odiaga-Paseo de los Castellanos                                                                                                                                                                    -3.7433144 40.3772472
3272 Alba de Tormes-Federico Grases                                                                                                                                                                           -3.7438825 40.3779508
3273 Alba de Tormes-Época                                                                                                                                                                                     -3.7427386 40.3793546
3274 Alba de Tormes-Witerico                                                                                                                                                                                  -3.7416283 40.3804923
3275 Junta Municipal Carabanchel                                                                                                                                                                              -3.740502 40.3815581
3276 Padre Amigo                                                                                                                                                                                              -3.7383947 40.380513
3277 Opañel                                                                                                                                                                                                   -3.7221913 40.3875478
3278 Gutierre de Cetina-Alcalá                                                                                                                                                                                -3.6429381 40.4354394
3279 Vital Aza-Ezequiel Solana                                                                                                                                                                                -3.6431894 40.4329245
3280 Francisco Villaespesa-Ezequiel Solana                                                                                                                                                                    -3.6424092 40.4308117
3281 Ezequiel Solana-Gonzalo de Berceo                                                                                                                                                                        -3.641226 40.4293137
3282 Ezequiel Solana-Arriaga                                                                                                                                                                                  -3.6396132 40.4272641
3283 Fernando Gabriel                                                                                                                                                                                         -3.6377482 40.4264681
3284 Gandhi-San Telesforo                                                                                                                                                                                     -3.6355697 40.425863
3285 Gandhi-Luis Ruiz                                                                                                                                                                                         -3.6328302 40.4260852
3286 Gandhi-José Arcones Gil                                                                                                                                                                                  -3.6295407 40.427459
3287 Hermanos García Noblejas-Centro de Salud                                                                                                                                                                 -3.6263231 40.4262693
3288 Castillo de Uclés-Hermanos García Noblejas                                                                                                                                                               -3.6275103 40.4282764
3289 Castillo de Uclés -Zaratán                                                                                                                                                                               -3.6242285 40.429668
3290 Castillo de Uclés -Castillo de Simancas                                                                                                                                                                  -3.6219346 40.4320498
3291 Castillo de Uclés                                                                                                                                                                                        -3.6217155 40.4343393
3292 Castillo de Uclés -Castillo de Simancas                                                                                                                                                                  -3.6221666 40.4319224
3293 Castillo de Uclés -Zaratán                                                                                                                                                                               -3.6240081 40.429935
3294 Castillo de Madrigal de las Altas Torres                                                                                                                                                                 -3.6274005 40.4304572
3295 Hermanos García Noblejas-Arcentales                                                                                                                                                                      -3.6276732 40.4265413
3296 Gandhi-José Arcones Gil                                                                                                                                                                                  -3.630403 40.4268913
3297 Gandhi-Luis Ruiz                                                                                                                                                                                         -3.6327212 40.426284
3298 Gandhi-San Telesforo                                                                                                                                                                                     -3.6352607 40.4257926
3299 Fernando Gabriel                                                                                                                                                                                         -3.6379382 40.4266202
3300 Ezequiel Solana-Arriaga                                                                                                                                                                                  -3.6394617 40.4273325
3301 Ezequiel Solana-Pedro Antonio Alarcón                                                                                                                                                                    -3.6405785 40.4287543
3302 Francisco Villaespesa-Ezequiel Solana                                                                                                                                                                    -3.6422345 40.4308847
3303 Emilio Ferrari-Vital Aza                                                                                                                                                                                 -3.6406626 40.4341998
3304 Ricardo Ortiz-San Marcelo                                                                                                                                                                                -3.6568845 40.4292348
3305 Ricardo Ortiz-San Emilio                                                                                                                                                                                 -3.6566398 40.4271011
3306 Ricardo Ortiz-San Secundino                                                                                                                                                                              -3.656082 40.4255097
3307 Santa Felicidad-Iglesia                                                                                                                                                                                  -3.6486236 40.4283445
3308 Santa Felicidad                                                                                                                                                                                          -3.6495217 40.4261233
3309 Blas de Otero-Santa Genoveva                                                                                                                                                                             -3.6505744 40.4240363
3310 Blas de Otero-Santa Irene                                                                                                                                                                                -3.6517242 40.422246
3311 Santa Irene                                                                                                                                                                                              -3.6509249 40.4212595
3312 Santa Irene-Trece Rosas                                                                                                                                                                                  -3.6487801 40.4203256
3313 Cementerio La Almudena-Parada 1                                                                                                                                                                          -3.6460421 40.4197554
3314 Cementerio La Almudena-Parada 2                                                                                                                                                                          -3.6436084 40.4191833
3315 Cementerio La Almudena-Parada 3                                                                                                                                                                          -3.6401501 40.418689
3316 Cementerio La Almudena-Parada 4                                                                                                                                                                          -3.63655 40.4193035
3317 Cementerio La Almudena                                                                                                                                                                                   -3.6342886 40.4196132
3318 Cementerio La Almudena-Parada 6                                                                                                                                                                          -3.6368138 40.4193831
3319 Cementerio La Almudena-Parada 7                                                                                                                                                                          -3.6401607 40.4191484
3320 Cementerio La Almudena-Parada 8                                                                                                                                                                          -3.6409141 40.4209461
3321 Cementerio La Almudena-Parada 9                                                                                                                                                                          -3.6394902 40.422017
3322 Cementerio La Almudena-Parada 10                                                                                                                                                                         -3.6400853 40.4259237
3323 Cementerio La Almudena-Parada 11                                                                                                                                                                         -3.6454417 40.4247677
3324 Cementerio La Almudena-Parada 12                                                                                                                                                                         -3.6461849 40.4198897
3325 La Elipa                                                                                                                                                                                                 -3.6487846 40.4205598
3326 Santa Irene                                                                                                                                                                                              -3.6509031 40.4214488
3327 Blas de Otero-Santa Irene                                                                                                                                                                                -3.6514758 40.4221663
3328 Blas de Otero-Santa Genoveva                                                                                                                                                                             -3.6503634 40.4241546
3329 Santa Felicidad                                                                                                                                                                                          -3.6493094 40.4261065
3330 Santa Felicidad-Iglesia                                                                                                                                                                                  -3.6479503 40.4282042
3331 Ricardo Ortiz-San Secundino                                                                                                                                                                              -3.6560013 40.4256903
3332 Ricardo Ortiz-San Emilio                                                                                                                                                                                 -3.6566007 40.4278175
3333 Ricardo Ortiz-San Marcelo                                                                                                                                                                                -3.6566476 40.4291191
3334 Avenida de Daroca-Ricardo Ortiz                                                                                                                                                                          -3.6563105 40.4320309
3335 El Carmen                                                                                                                                                                                                -3.6560846 40.4330502
3336 Plaza de las Regiones                                                                                                                                                                                    -3.6703442 40.3825537
3337 Ruidera-Lagartera                                                                                                                                                                                        -3.6719723 40.3835262
3338 Ronda Sur-Serena                                                                                                                                                                                         -3.6687836 40.3775672
3339 Ronda Sur-Montánchez                                                                                                                                                                                     -3.6701465 40.3756809
3340 Ruidera-Lagartera                                                                                                                                                                                        -3.6718266 40.3834235
3341 Martínez de la Riva-Sierra Carbonera                                                                                                                                                                     -3.6641107 40.3931753
3342 Mar de Cristal                                                                                                                                                                                           -3.6364144 40.4712953
3343 Arequipa-Emigrantes                                                                                                                                                                                      -3.6366938 40.4705505
3344 Emigrantes-Tribaldos                                                                                                                                                                                     -3.6359516 40.4691267
3345 Emigrantes-Carretera de Canillas                                                                                                                                                                         -3.6350292 40.4675912
3346 Machupichu-Mota del Cuervo                                                                                                                                                                               -3.6343667 40.4664102
3347 Machupichu-Silvano                                                                                                                                                                                       -3.6342588 40.464109
3348 Machupichu-Manuel Rodrigo                                                                                                                                                                                -3.6316516 40.4625692
3349 Machupichu-Florencio Castillo                                                                                                                                                                            -3.6261327 40.4614235
3350 Machupichu-Papa Negro                                                                                                                                                                                    -3.6237026 40.4594682
3351 Parque Juan Carlos I                                                                                                                                                                                     -3.6141708 40.4631409
3352 Feria de Madrid                                                                                                                                                                                          -3.6143361 40.4654733
3353 Partenón-Hamburgo                                                                                                                                                                                        -3.6121518 40.4657597
3354 Feria de Madrid-Puerta Norte                                                                                                                                                                             -3.6115942 40.4727626
3355 Ermita Virgen de la Soledad                                                                                                                                                                              -3.5815804 40.4691157
3356 Corbeta-La Rioja                                                                                                                                                                                         -3.5868182 40.4590217
3357 Avenida de Cantabria-Centro de Salud                                                                                                                                                                     -3.586404 40.4583166
3358 Plaza del Navío                                                                                                                                                                                          -3.5867094 40.4570223
3359 Cañada Real de Merinas                                                                                                                                                                                   -3.5809646 40.4555243
3360 Medina de Pomar                                                                                                                                                                                          -3.583284 40.4537018
3361 Barrio Aeropuerto                                                                                                                                                                                        -3.5799165 40.4529619
3362 Cañada Real de Merinas                                                                                                                                                                                   -3.5799178 40.4554755
3363 Avenida de Cantabria                                                                                                                                                                                     -3.5866689 40.455081
3364 Plaza del Navío                                                                                                                                                                                          -3.5865924 40.4571265
3365 Avenida de Cantabria-Centro de Salud                                                                                                                                                                     -3.5857238 40.458248
3366 Corbeta-La Rioja                                                                                                                                                                                         -3.5867587 40.4591301
3367 Ermita Virgen de la Soledad                                                                                                                                                                              -3.580615 40.4692828
3368 Feria de Madrid-Puerta Norte                                                                                                                                                                             -3.6118136 40.4726489
3369 Partenón-Hamburgo                                                                                                                                                                                        -3.6119123 40.4660132
3370 Feria de Madrid                                                                                                                                                                                          -3.6151598 40.4651311
3371 Parque Juan Carlos I                                                                                                                                                                                     -3.6147066 40.4632957
3372 Machupichu-Papa Negro                                                                                                                                                                                    -3.6233718 40.459443
3373 Machupichu-Florencio Castillo                                                                                                                                                                            -3.6262505 40.4617202
3374 Machupichu-Manuel Rodrigo                                                                                                                                                                                -3.6316517 40.4627764
3375 Machupichu-Silvano                                                                                                                                                                                       -3.6339443 40.4641062
3376 Machupichu-Mota del Cuervo                                                                                                                                                                               -3.6342262 40.4667172
3377 Emigrantes-Carretera de Canillas                                                                                                                                                                         -3.6347165 40.46762
3378 Emigrantes-Tribaldos                                                                                                                                                                                     -3.6356457 40.46925
3379 Méndez Álvaro                                                                                                                                                                                            -3.6760728 40.3969889
3380 Méndez Álvaro-Centro Comercial                                                                                                                                                                           -3.6744599 40.3961064
3381 Cerro Negro                                                                                                                                                                                              -3.6705611 40.3983318
3382 Puente de Vallecas                                                                                                                                                                                       -3.6689717 40.3999627
3383 Corregidor Alonso Aguilar                                                                                                                                                                                -3.6565936 40.4090112
3384 Vinateros-Media Legua                                                                                                                                                                                    -3.6538484 40.4128286
3385 García Tapia-Media Legua                                                                                                                                                                                 -3.6523877 40.4144044
3386 Hermanos Machado-Carlos Hernández                                                                                                                                                                        -3.6474681 40.4320177
3387 Hermanos Machado-San Juan de la Cuesta                                                                                                                                                                   -3.6478986 40.4339207
3388 José María Pereda-San Juan de la Cuesta                                                                                                                                                                  -3.6472097 40.4340417
