1091 Pintor Sorolla                                                                                                                                                                                           -3.6693461 40.3888298
1092 Manuel Maroto-San Diego                                                                                                                                                                                  -3.6676965 40.3900195
1093 Párroco Emilio Franco-Palomeras                                                                                                                                                                          -3.666051 40.3916146
1094 Párroco Emilio Franco-Martínez la Riva                                                                                                                                                                   -3.6651009 40.3932507
1095 Martínez de la Riva                                                                                                                                                                                      -3.6653065 40.3963351
1096 Pacífico                                                                                                                                                                                                 -3.6741467 40.4035813
1097 Junta Municipal Retiro                                                                                                                                                                                   -3.6768012 40.4050117
1098 Plaza de España-Terminal                                                                                                                                                                                 -3.7090229 40.4254989
1099 Jardines de Sabatini                                                                                                                                                                                     -3.7129972 40.4233078
1100 Cuesta de San Vicente                                                                                                                                                                                    -3.7150617 40.4223401
1101 Príncipe Pío                                                                                                                                                                                             -3.7181463 40.4222939
1102 Glorieta de San Vicente                                                                                                                                                                                  -3.7196076 40.4218029
1103 Ermita Virgen del Puerto                                                                                                                                                                                 -3.7195299 40.4185601
1104 Puente de Segovia                                                                                                                                                                                        -3.719743 40.4163696
1105 Puente de Segovia-Paseo de Extremadura                                                                                                                                                                   -3.7233441 40.415694
1106 Ermita del Santo-Avenida del Manzanares                                                                                                                                                                  -3.7223698 40.4114568
1107 Ermita del Santo-Centro Comercial                                                                                                                                                                        -3.722793 40.4100758
1108 Vía Carpetana-Ermita del Santo                                                                                                                                                                           -3.7234511 40.4077023
1109 Puente San Isidro-San Illán                                                                                                                                                                              -3.7237423 40.4040788
1110 Ermita de San Isidro                                                                                                                                                                                     -3.7244388 40.4019933
1111 Parque San Isidro                                                                                                                                                                                        -3.7305703 40.401234
1112 Polideportivo Gallur                                                                                                                                                                                     -3.7343432 40.4003363
1113 Centro Servicios Sociales Gallur                                                                                                                                                                         -3.7388758 40.399938
1114 Gallur                                                                                                                                                                                                   -3.7407126 40.3987281
1115 Los Cármenes                                                                                                                                                                                             -3.742994 40.3972359
1116 Duquesa de Parcent                                                                                                                                                                                       -3.7464837 40.3973936
1117 Duquesa de Parcent-Cuart de Poblet                                                                                                                                                                       -3.7500229 40.3978032
1118 Camarena-Centro de Salud                                                                                                                                                                                 -3.7540181 40.3972862
1119 Camarena-Illescas                                                                                                                                                                                        -3.7545062 40.3941388
1120 Illescas-Valmojado                                                                                                                                                                                       -3.7567392 40.394318
1121 Illescas-Tembleque                                                                                                                                                                                       -3.7598063 40.3948924
1122 Illescas 103                                                                                                                                                                                             -3.761019 40.3958484
1123 Illescas-Escalona                                                                                                                                                                                        -3.7632207 40.3977799
1124 Seseña-Centro de Salud                                                                                                                                                                                   -3.7640339 40.3988376
1125 Seseña-Escalona                                                                                                                                                                                          -3.7610437 40.4001366
1126 Seseña-Valmojado                                                                                                                                                                                         -3.7559066 40.3991523
1127 Casa de Campo                                                                                                                                                                                            -3.7593261 40.4054092
1128 Seseña-Valmojado                                                                                                                                                                                         -3.7562752 40.3994471
1129 Seseña-Escalona                                                                                                                                                                                          -3.7613158 40.4002339
1130 Seseña-Centro de Salud                                                                                                                                                                                   -3.7642586 40.3989082
1131 Illescas-Escalona                                                                                                                                                                                        -3.7632424 40.3976176
1132 Illescas 34                                                                                                                                                                                              -3.761338 40.3959274
1133 Illescas-Tembleque                                                                                                                                                                                       -3.7596625 40.3946772
1134 Illescas-Valmojado                                                                                                                                                                                       -3.7564475 40.3941757
1135 Camarena-Illescas                                                                                                                                                                                        -3.754366 40.3941443
1136 Camarena-Centro de Salud                                                                                                                                                                                 -3.7536944 40.3973198
1137 Duquesa de Parcent-Cuart de Poblet                                                                                                                                                                       -3.7500001 40.3976412
1138 Duquesa de Parcent                                                                                                                                                                                       -3.7463285 40.39721
1139 Los Cármenes                                                                                                                                                                                             -3.7428153 40.3970569
1140 Valvanera-Laguna                                                                                                                                                                                         -3.7410935 40.3958517
1141 Parque San Isidro                                                                                                                                                                                        -3.7319008 40.4011355
1142 Ermita de San Isidro                                                                                                                                                                                     -3.724014 40.4020816
1143 Puente San Isidro-San Illán                                                                                                                                                                              -3.7233754 40.4039279
1144 Vía Carpetana-Ermita del Santo                                                                                                                                                                           -3.7231733 40.4081725
1145 Ermita del Santo-Centro Comercial                                                                                                                                                                        -3.7225681 40.4099871
1146 Ermita del Santo-Avenida del Manzanares                                                                                                                                                                  -3.7221766 40.4114039
1147 Puente de Segovia-Paseo de Extremadura                                                                                                                                                                   -3.7228907 40.4156292
1148 Puente de Segovia                                                                                                                                                                                        -3.7194299 40.416331
1149 Príncipe Pío-Campo del Moro                                                                                                                                                                              -3.7187451 40.4212046
1150 Cuesta de San Vicente                                                                                                                                                                                    -3.7145347 40.4220821
1151 Jardines de Sabatini                                                                                                                                                                                     -3.7126937 40.4230709
1152 Conde de Romanones-Tirso de Molina                                                                                                                                                                       -3.7035836 40.4153474
1153 Mariano de Cavia                                                                                                                                                                                         -3.6769101 40.4100021
1154 Plaza Niño Jesús                                                                                                                                                                                         -3.6749354 40.4128876
1155 Narváez-Doce de Octubre                                                                                                                                                                                  -3.6749526 40.4181488
1156 Felipe II                                                                                                                                                                                                -3.6743228 40.4259002
1157 Conde de Peñalver-Alcalá                                                                                                                                                                                 -3.674185 40.4274506
1158 Conde de Peñalver-Ayala                                                                                                                                                                                  -3.6740392 40.4299334
1159 Lista                                                                                                                                                                                                    -3.6738417 40.4320382
1160 Diego de León                                                                                                                                                                                            -3.6735048 40.4360762
1161 Metro Diego de León                                                                                                                                                                                      -3.6731265 40.4343937
1162 Lista                                                                                                                                                                                                    -3.6741024 40.4322438
1163 Conde de Peñalver-Ayala                                                                                                                                                                                  -3.6743836 40.4296296
1164 Conde de Peñalver-Alcalá                                                                                                                                                                                 -3.6745725 40.4272951
1165 Felipe II                                                                                                                                                                                                -3.6747326 40.4256275
1166 Plaza Niño Jesús                                                                                                                                                                                         -3.675384 40.4127408
1167 Mariano de Cavia                                                                                                                                                                                         -3.6773811 40.4099543
1168 Ministerio de Agricultura                                                                                                                                                                                -3.6890755 40.4102366
1169 Embajadores                                                                                                                                                                                              -3.7011412 40.4072181
1170 Teatro Circo Price                                                                                                                                                                                       -3.6976065 40.407771
1171 José Antonio Armona                                                                                                                                                                                      -3.6954637 40.4062569
1172 Calle de las Delicias                                                                                                                                                                                    -3.6926515 40.4059764
1173 Nuevos Ministerios-Centro Comercial                                                                                                                                                                      -3.6897304 40.4486517
1174 Azca                                                                                                                                                                                                     -3.6894676 40.4511712
1175 Lima-Santiago Bernabéu                                                                                                                                                                                   -3.6892432 40.4533032
1176 Santiago Bernabéu                                                                                                                                                                                        -3.6890912 40.4549077
1177 Castellana-Rafael Salgado                                                                                                                                                                                -3.6889558 40.4563725
1178 Castellana-San Germán                                                                                                                                                                                    -3.6888381 40.4575489
1179 Plaza Castilla                                                                                                                                                                                           -3.6880089 40.4685087
1180 Castellana-Rafael Salgado                                                                                                                                                                                -3.6894243 40.4563787
1181 Nuevos Ministerios Cercanías                                                                                                                                                                             -3.6904658 40.4466563
1182 Museo Reina Sofía                                                                                                                                                                                        -3.6923162 40.4095596
1183 Teatro Circo Price                                                                                                                                                                                       -3.697497 40.408078
1184 Puerta de Alcalá                                                                                                                                                                                         -3.6872328 40.4223647
1185 O Donnell-Maiquez                                                                                                                                                                                        -3.6718549 40.4231218
1186 Metro O Donnell                                                                                                                                                                                          -3.6682344 40.4229716
1187 O Donnell-Sainz de Baranda                                                                                                                                                                               -3.6647908 40.4221761
1188 Metro La Elipa                                                                                                                                                                                           -3.6483602 40.4291568
1189 Marqués de Corbera-Avenida de Daroca                                                                                                                                                                     -3.6476014 40.4301611
1190 Francisco Villaespesa-Lago Constanza                                                                                                                                                                     -3.6448394 40.4308252
1191 Francisco Villaespesa-Ezequiel Solana                                                                                                                                                                    -3.6422607 40.4311549
1192 Ascao                                                                                                                                                                                                    -3.6401317 40.4316712
1193 Ascao-Luis Ruiz                                                                                                                                                                                          -3.6373935 40.4326052
1194 Luis Ruiz                                                                                                                                                                                                -3.6354637 40.4309627
1195 Braulio Gutiérrez                                                                                                                                                                                        -3.6330055 40.4311068
1196 Metro García Noblejas                                                                                                                                                                                    -3.630221 40.43214
1197 Emilio Muñoz-Santa Leonor                                                                                                                                                                                -3.6271914 40.4334448
1198 Emilio Muñoz-Alfonso Gómez                                                                                                                                                                               -3.6237516 40.435031
1199 Emilio Muñoz-Miguel Yuste                                                                                                                                                                                -3.6218034 40.4360055
1200 Cronos-San Romualdo                                                                                                                                                                                      -3.6189416 40.4389307
1201 Plaza de Cronos                                                                                                                                                                                          -3.6174305 40.441628
1202 Avenida de Canillejas-Néctar                                                                                                                                                                             -3.613591 40.4430944
1203 San Mariano-Néctar                                                                                                                                                                                       -3.6110649 40.4438961
1204 San Mariano-Canal del Bósforo                                                                                                                                                                            -3.6102855 40.4426614
1205 Esfinge-Canal del Bósforo                                                                                                                                                                                -3.6075182 40.4430814
1206 Barrio Canillejas                                                                                                                                                                                        -3.6065305 40.4420776
1207 Fenelón-Las Musas                                                                                                                                                                                        -3.6075641 40.4403154
1208 Lucano-Fenelón                                                                                                                                                                                           -3.609247 40.4399552
1209 Lucano-Canal del Bósforo                                                                                                                                                                                 -3.6104326 40.441985
1210 San Mariano-Néctar                                                                                                                                                                                       -3.6106011 40.4436598
1211 Avenida de Canillejas-Néctar                                                                                                                                                                             -3.6139689 40.4431555
1212 Plaza de Cronos                                                                                                                                                                                          -3.6177408 40.4416309
1213 Cronos-San Romualdo                                                                                                                                                                                      -3.6192467 40.4387669
1214 Emilio Muñoz-Miguel Yuste                                                                                                                                                                                -3.621571 40.4363761
1215 Emilio Muñoz-Alfonso Gómez                                                                                                                                                                               -3.6240594 40.4351645
1216 Emilio Muñoz-Santa Leonor                                                                                                                                                                                -3.6271583 40.4336882
1217 Metro García Noblejas                                                                                                                                                                                    -3.6304348 40.43231
1218 Ascao-Julián Camarillo                                                                                                                                                                                   -3.6336877 40.4347067
1219 Ascao-Luis Ruiz                                                                                                                                                                                          -3.6370697 40.4332737
1220 Ascao                                                                                                                                                                                                    -3.6399467 40.4320596
1221 Francisco Villaespesa-Ezequiel Solana                                                                                                                                                                    -3.6430679 40.431308
1222 Francisco Villaespesa-Lago Constanza                                                                                                                                                                     -3.6449158 40.431068
1223 Francisco Villaespesa-Hermanos Gómez                                                                                                                                                                     -3.6476203 40.4306024
1224 O Donnell-Colonia Iturbe                                                                                                                                                                                 -3.6660528 40.4228851
1225 Doctor Esquerdo-O Donnell                                                                                                                                                                                -3.6682369 40.4232238
1226 O Donnell-Maiquez                                                                                                                                                                                        -3.671834 40.4233922
1227 Felipe II                                                                                                                                                                                                -3.6756774 40.4259779
1228 Príncipe de Vergara-Jorge Juan                                                                                                                                                                           -3.6788886 40.4250897
1229 Príncipe de Vergara-Goya                                                                                                                                                                                 -3.6787335 40.4272528
1230 Príncipe de Vergara-Ayala                                                                                                                                                                                -3.6784635 40.4297138
1231 Marqués de Salamanca                                                                                                                                                                                     -3.6781793 40.4337651
1232 Príncipe de Vergara-Diego de León                                                                                                                                                                        -3.6779849 40.436059
1233 Príncipe de Vergara-María de Molina                                                                                                                                                                      -3.6777746 40.438817
1234 Príncipe de Vergara-Francisco Silvela                                                                                                                                                                    -3.6774582 40.4413999
1235 Príncipe de Vergara-López de Hoyos                                                                                                                                                                       -3.6772021 40.4438203
1236 Junta Municipal Chamartín                                                                                                                                                                                -3.6768973 40.4463537
1237 Auditorio Nacional                                                                                                                                                                                       -3.6766383 40.4487426
1238 Caidos División Azul                                                                                                                                                                                     -3.671456 40.4683403
1239 San Luis-Arturo Soria                                                                                                                                                                                    -3.6672404 40.4786259
1240 Arturo Soria-Cultura                                                                                                                                                                                     -3.6671514 40.4803562
1241 Pinar de Chamartín                                                                                                                                                                                       -3.6657836 40.4816253
1242 Bacares-Golfo de Salónica                                                                                                                                                                                -3.6640614 40.480464
1243 Bacares-Vélez Blanco                                                                                                                                                                                     -3.661603 40.4788205
1244 Bacares-Golfo de Salónica                                                                                                                                                                                -3.6633387 40.4801619
1245 Pinar de Chamartín                                                                                                                                                                                       -3.6656554 40.4817882
1246 Arturo Soria-Cultura                                                                                                                                                                                     -3.6672365 40.4810178
1247 San Luis-Arturo Soria                                                                                                                                                                                    -3.6676776 40.4786865
1248 Arturo Soria-Añastro                                                                                                                                                                                     -3.6651443 40.4694579
1249 Caidos División Azul                                                                                                                                                                                     -3.6714826 40.4686464
1250 Auditorio Nacional                                                                                                                                                                                       -3.6770871 40.448812
1251 Junta Municipal Chamartín                                                                                                                                                                                -3.6773594 40.4465672
1252 Príncipe de Vergara-López de Hoyos                                                                                                                                                                       -3.6776616 40.4437816
1253 Príncipe de Vergara-Francisco Silvela                                                                                                                                                                    -3.6778757 40.4416182
1254 Príncipe de Vergara-María de Molina                                                                                                                                                                      -3.6780369 40.4400587
1255 Príncipe de Vergara-Diego de León                                                                                                                                                                        -3.6783722 40.4358765
1256 Marqués de Salamanca                                                                                                                                                                                     -3.6786231 40.4326859
1257 Príncipe de Vergara-Ayala                                                                                                                                                                                -3.6788879 40.4297113
1258 Príncipe de Vergara-Goya                                                                                                                                                                                 -3.6790405 40.427305
1259 Príncipe de Vergara-Jorge Juan                                                                                                                                                                           -3.6785088 40.4253892
1260 Felipe II                                                                                                                                                                                                -3.6749313 40.4259327
1261 Felipe II                                                                                                                                                                                                -3.6731735 40.4265015
1262 Doctor Esquerdo-Goya                                                                                                                                                                                     -3.6684553 40.4262316
1263 Sainz de Baranda                                                                                                                                                                                         -3.6683732 40.4179347
1264 Samaria                                                                                                                                                                                                  -3.6685763 40.4150101
1265 Corregidor Diego Valderrábano                                                                                                                                                                            -3.6565436 40.4123628
1266 Vinateros-Media Legua                                                                                                                                                                                    -3.654788 40.4124088
1267 Media Legua                                                                                                                                                                                              -3.6552752 40.4116043
1268 Entrearroyos                                                                                                                                                                                             -3.6537634 40.4100633
1269 Corregidor Sancho de Córdoba                                                                                                                                                                             -3.6513988 40.4092928
1270 Pico Artilleros-Corregidor Conde Maceda                                                                                                                                                                  -3.6414258 40.4053981
1271 Metro Artilleros                                                                                                                                                                                         -3.6406104 40.4066819
1272 Pico Artilleros-Luis de Hoyos                                                                                                                                                                            -3.6380473 40.4082231
1273 Pico Artilleros                                                                                                                                                                                          -3.6385876 40.4098192
1274 Pico Artilleros-García Tapia                                                                                                                                                                             -3.639265 40.4111083
1275 García Tapia-Molina de Segura                                                                                                                                                                            -3.6365783 40.4106592
1276 García Tapia-Oberón                                                                                                                                                                                      -3.6334 40.4098973
1277 Fuente Carrantona-García Tapia                                                                                                                                                                           -3.6309174 40.4095145
1278 Fuente Carrantona-García Tapia                                                                                                                                                                           -3.6294411 40.4091802
1279 García Tapia-Laponia                                                                                                                                                                                     -3.6266424 40.4085918
1280 Laponia                                                                                                                                                                                                  -3.6265474 40.4072409
1281 El Cairo                                                                                                                                                                                                 -3.6262529 40.4059813
1282 Luis de Hoyos-Damasco                                                                                                                                                                                    -3.6274313 40.4034343
1283 Pavones                                                                                                                                                                                                  -3.6341285 40.4022807
1284 Centro de Salud Pavones                                                                                                                                                                                  -3.6281549 40.4016466
1285 Luis de Hoyos-Damasco                                                                                                                                                                                    -3.6271022 40.4035352
1286 El Cairo                                                                                                                                                                                                 -3.6258748 40.4058842
1287 Laponia                                                                                                                                                                                                  -3.6263016 40.4074315
1288 García Tapia-Laponia                                                                                                                                                                                     -3.62674 40.4089516
