original_id,name,lat,lon,layer,type,node_id
5487                                              ,Minerva-Molino Viejo                                                                                                                                                                                    ,40.3979649,-3.6056396,bus,stop,2525
3828                                              ,Minerva-Avenida de las Comunidades                                                                                                                                                                      ,40.3961987,-3.6074266,bus,stop,2526
5485                                              ,Faunia                                                                                                                                                                                                  ,40.3972515,-3.611089,bus,stop,2527
5489                                              ,Centro de Transfusiones                                                                                                                                                                                 ,40.3982081,-3.614185,bus,stop,2528
1822                                              ,José Prat-Democracia                                                                                                                                                                                    ,40.3987098,-3.6164049,bus,stop,2529
5490                                              ,Cordel de Pavones-Pinillas                                                                                                                                                                              ,40.400504,-3.6178353,bus,stop,2530
5491                                              ,Cordel de Pavones-Juglares                                                                                                                                                                              ,40.4033031,-3.6166471,bus,stop,2531
1831                                              ,Tren de Arganda                                                                                                                                                                                         ,40.4055977,-3.6180001,bus,stop,2532
4372                                              ,Pavones                                                                                                                                                                                                 ,40.4026326,-3.6340147,bus,stop,2533
2729                                              ,Fuente Carrantona-Hacienda de Pavones                                                                                                                                                                   ,40.403169,-3.6355897,bus,stop,2534
1053                                              ,Hacienda de Pavones 155                                                                                                                                                                                 ,40.4044274,-3.6385772,bus,stop,2535
842                                               ,Corregidor Conde Maceda                                                                                                                                                                                 ,40.4047194,-3.6411608,bus,stop,2536
4979                                              ,Vinateros-Cañada                                                                                                                                                                                        ,40.4081883,-3.6418909,bus,stop,2537
2725                                              ,Avenida Moratalaz-Vinateros                                                                                                                                                                             ,40.4095419,-3.6439173,bus,stop,2538
2723                                              ,Vinateros-Marroquina                                                                                                                                                                                    ,40.4106754,-3.6458256000000002,bus,stop,2539
2727                                              ,Vinateros-Señor de La Elipa                                                                                                                                                                             ,40.4117215,-3.6488647,bus,stop,2540
2721                                              ,Arroyo Belincoso-Vinateros                                                                                                                                                                              ,40.4126422,-3.6509435,bus,stop,2541
2719                                              ,García Tapia-Media Legua                                                                                                                                                                                ,40.4142342,-3.6522126,bus,stop,2542
2717                                              ,García Tapia-Diego Valderrábano                                                                                                                                                                         ,40.4153043,-3.6557427,bus,stop,2543
2715                                              ,Félix Rodríguez de la Fuente                                                                                                                                                                            ,40.4169995,-3.6562782,bus,stop,2544
1557                                              ,Féliz Rodríguez de la Fuente                                                                                                                                                                            ,40.4225579,-3.6539245,bus,stop,2545
956                                               ,Blas de Otero-Teresa Saenz Heredia                                                                                                                                                                      ,40.4238059,-3.6538854,bus,stop,2546
785                                               ,Diego de León                                                                                                                                                                                           ,40.4368208,-3.6732675,bus,stop,2547
5788                                              ,Avenida de América                                                                                                                                                                                      ,40.4394885,-3.675401,bus,stop,2548
1281                                              ,Cartagena                                                                                                                                                                                               ,40.4407592,-3.6722427,bus,stop,2549
2732                                              ,Corazón de María-Padre Xifré                                                                                                                                                                            ,40.4422295,-3.6703825,bus,stop,2550
2733                                              ,Corazón de María-Cardenal Siliceo                                                                                                                                                                       ,40.4438853,-3.6675807,bus,stop,2551
2734                                              ,Mar Caspio-Mar Negro                                                                                                                                                                                    ,40.4753682,-3.6435913,bus,stop,2552
2735                                              ,Mar Caspio-Liberación                                                                                                                                                                                   ,40.4750576,-3.6419238,bus,stop,2553
2736                                              ,Glorieta Charala                                                                                                                                                                                        ,40.4743043,-3.6380472,bus,stop,2554
2738                                              ,Bucaramanga-Centro Comercial                                                                                                                                                                            ,40.4742153,-3.6362233,bus,stop,2555
2741                                              ,Hortaleza                                                                                                                                                                                               ,40.4741925,-3.6321594,bus,stop,2556
2740                                              ,Zipaquirá                                                                                                                                                                                               ,40.4752193,-3.6338435,bus,stop,2557
2742                                              ,Manizales                                                                                                                                                                                               ,40.4760486,-3.6353986,bus,stop,2558
2744                                              ,San Lorenzo                                                                                                                                                                                             ,40.4769277,-3.6377181,bus,stop,2559
2747                                              ,Mar Amarillo                                                                                                                                                                                            ,40.476274,-3.6402719,bus,stop,2560
2748                                              ,Mar de las Antillas-Mar Negro                                                                                                                                                                           ,40.4757797,-3.6432973,bus,stop,2561
2749                                              ,Clara del Rey-Ramos Carrión                                                                                                                                                                             ,40.4488184,-3.6666806,bus,stop,2562
2750                                              ,Clara del Rey-Santa Hortensia                                                                                                                                                                           ,40.446626,-3.6672419,bus,stop,2563
2751                                              ,Clara del Rey-Cardenal Silíceo                                                                                                                                                                          ,40.444504,-3.6688666,bus,stop,2564
2752                                              ,Clara del Rey-Padre Xifré                                                                                                                                                                               ,40.4427464,-3.6713357,bus,stop,2565
1280                                              ,Avenida de América                                                                                                                                                                                      ,40.4397941,-3.6755227,bus,stop,2566
787                                               ,Hospital de la Princesa                                                                                                                                                                                 ,40.4369474,-3.6739578,bus,stop,2567
5545                                              ,Junta Municipal de Hortaleza                                                                                                                                                                            ,40.4648279,-3.6563624,bus,stop,2568
2757                                              ,Carretera de Canillas-Carril del Conde                                                                                                                                                                  ,40.4653816,-3.6524421,bus,stop,2569
2759                                              ,Carretera de Canillas-Benita Ávila                                                                                                                                                                      ,40.4647447,-3.6495586,bus,stop,2570
2761                                              ,Carretera de Canillas-Gomeznarro                                                                                                                                                                        ,40.4649694,-3.6464338,bus,stop,2571
2763                                              ,Carretera de Canillas-Utrillas                                                                                                                                                                          ,40.4656558,-3.6437146,bus,stop,2572
2765                                              ,Carretera de Canillas-Torquemada                                                                                                                                                                        ,40.4666702,-3.6403079,bus,stop,2573
2767                                              ,Emigrantes-Carretera de Canillas                                                                                                                                                                        ,40.4669761,-3.6363017,bus,stop,2574
474                                               ,Motilla del Palancar                                                                                                                                                                                    ,40.4665576,-3.6329371,bus,stop,2575
472                                               ,Mota del Cuervo                                                                                                                                                                                         ,40.4666162,-3.6304724,bus,stop,2576
470                                               ,Pedroñeras-El Provencio                                                                                                                                                                                 ,40.4659181,-3.6288027,bus,stop,2577
2769                                              ,Plaza Andrés Jaúregui                                                                                                                                                                                   ,40.4644189,-3.6278274,bus,stop,2578
2771                                              ,Silvano-Haendel                                                                                                                                                                                         ,40.4643878,-3.624412,bus,stop,2579
2571                                              ,Partenón-Ribera del Sena                                                                                                                                                                                ,40.4650369,-3.617622,bus,stop,2580
407                                               ,Campo de las Naciones                                                                                                                                                                                   ,40.4659718,-3.615466,bus,stop,2581
2573                                              ,Partenón-Ribera del Sena                                                                                                                                                                                ,40.4652761,-3.6175379,bus,stop,2582
2772                                              ,Silvano-Haendel                                                                                                                                                                                         ,40.4645677,-3.6244612,bus,stop,2583
2770                                              ,Plaza Andrés Jaúregui                                                                                                                                                                                   ,40.464565,-3.6274609,bus,stop,2584
469                                               ,Pedroñeras-El Provencio                                                                                                                                                                                 ,40.4663326,-3.628787,bus,stop,2585
471                                               ,Mota del Cuervo                                                                                                                                                                                         ,40.4668236,-3.6304371,bus,stop,2586
473                                               ,Motilla del Palancar                                                                                                                                                                                    ,40.4666704,-3.6329087,bus,stop,2587
2768                                              ,Emigrantes-Carretera de Canillas                                                                                                                                                                        ,40.4671678,-3.6350325,bus,stop,2588
2766                                              ,Carretera de Canillas-Torquemada                                                                                                                                                                        ,40.4668948,-3.6404228,bus,stop,2589
2764                                              ,Carretera de Canillas-Utrillas                                                                                                                                                                          ,40.4655699,-3.6445741,bus,stop,2590
2762                                              ,Carretera de Canillas-Gomeznarro                                                                                                                                                                        ,40.4651187,-3.6463173,bus,stop,2591
2760                                              ,Carretera de Canillas-Benita Ávila                                                                                                                                                                      ,40.4649461,-3.6497986,bus,stop,2592
2758                                              ,Carretera de Canillas-Carril del Conde                                                                                                                                                                  ,40.4655863,-3.6520953,bus,stop,2593
2756                                              ,Junta Municipal de Hortaleza                                                                                                                                                                            ,40.4650469,-3.6558776,bus,stop,2594
5784                                              ,Francisco Silvela-Príncipe de Vergara                                                                                                                                                                   ,40.441814,-3.6790454,bus,stop,2595
4234                                              ,Pintor Rosales                                                                                                                                                                                          ,40.4324355,-3.7221846,bus,stop,2596
2777                                              ,Evaristo San Miguel                                                                                                                                                                                     ,40.4282898,-3.714459,bus,stop,2597
2778                                              ,Avenida de los Toreros                                                                                                                                                                                  ,40.4341744,-3.6651031,bus,stop,2598
5025                                              ,Parque de las Avenidas                                                                                                                                                                                  ,40.4413524,-3.6662557,bus,stop,2599
2779                                              ,Avenida de los Toreros                                                                                                                                                                                  ,40.4342788,-3.6657419,bus,stop,2600
4235                                              ,Lisboa                                                                                                                                                                                                  ,40.4342218,-3.72249,bus,stop,2601
5569                                              ,Callao                                                                                                                                                                                                  ,40.4220038,-3.7060209,bus,stop,2602
2793                                              ,Beata                                                                                                                                                                                                   ,40.3958265,-3.6928524,bus,stop,2603
2794                                              ,Avenida Poblados-Eduardo Barreiros                                                                                                                                                                      ,40.3732508,-3.694924,bus,stop,2604
2801                                              ,Eduardo Barreiros-Avenida de los Rosales                                                                                                                                                                ,40.3700146,-3.6952536,bus,stop,2605
2797                                              ,Eduardo Barreiros-Salvador Martínez                                                                                                                                                                     ,40.3686179,-3.6960366,bus,stop,2606
2799                                              ,Eduardo Barreiros-Centro de Salud                                                                                                                                                                       ,40.3672515,-3.6970494,bus,stop,2607
2803                                              ,Eduardo Barreiros-Corte de Faraón                                                                                                                                                                       ,40.3643613,-3.6990038,bus,stop,2608
2795                                              ,Eduardo Barreiros-PSA                                                                                                                                                                                   ,40.3610331,-3.7011133,bus,stop,2609
5069                                              ,Eduardo Barreiros-Asombro de Damasco                                                                                                                                                                    ,40.3595542,-3.7020917,bus,stop,2610
5067                                              ,Eduardo Barreiros-El Caserío                                                                                                                                                                            ,40.3572661,-3.7035345,bus,stop,2611
2807                                              ,Parque de Ingenieros                                                                                                                                                                                    ,40.3557679,-3.703983,bus,stop,2612
2810                                              ,Junta Municipal Villaverde                                                                                                                                                                              ,40.351375,-3.7085603,bus,stop,2613
2812                                              ,Villalonso-Puebla de Sanabria                                                                                                                                                                           ,40.351201,-3.7119553,bus,stop,2614
2814                                              ,Plata y Castañar                                                                                                                                                                                        ,40.3510546,-3.7145028,bus,stop,2615
2816                                              ,Villaverde Alto                                                                                                                                                                                         ,40.3533412,-3.7162518,bus,stop,2616
3657                                              ,Parque Plata y Castañar                                                                                                                                                                                 ,40.3521142,-3.7165332,bus,stop,2617
2815                                              ,Plata y Castañar                                                                                                                                                                                        ,40.3508643,-3.714683,bus,stop,2618
2813                                              ,Villalonso-Puebla de Sanabria                                                                                                                                                                           ,40.3509638,-3.7117048,bus,stop,2619
2811                                              ,Junta Municipal Villaverde                                                                                                                                                                              ,40.3511643,-3.7083862,bus,stop,2620
2808                                              ,Parque de Ingenieros                                                                                                                                                                                    ,40.355751,-3.7037951,bus,stop,2621
5066                                              ,Eduardo Barreiros-El Caserío                                                                                                                                                                            ,40.3572537,-3.7033503,bus,stop,2622
5068                                              ,Eduardo Barreiros-Asombro de Damasco                                                                                                                                                                    ,40.3595328,-3.70191,bus,stop,2623
2796                                              ,Eduardo Barreiros-PSA                                                                                                                                                                                   ,40.3609887,-3.7010079,bus,stop,2624
2804                                              ,Eduardo Barreiros-Corte de Faraón                                                                                                                                                                       ,40.3642854,-3.6988838,bus,stop,2625
3640                                              ,Eduardo Barreiros-Alerce                                                                                                                                                                                ,40.3671982,-3.6969248,bus,stop,2626
2798                                              ,Eduardo Barreiros-Salvador Martínez                                                                                                                                                                     ,40.3685919,-3.6958758,bus,stop,2627
2802                                              ,Eduardo Barreiros-Avenida de los Rosales                                                                                                                                                                ,40.3700606,-3.695083,bus,stop,2628
3727                                              ,Avenida Poblados-Eduardo Barreiros                                                                                                                                                                      ,40.372256,-3.6948136,bus,stop,2629
5076                                              ,Alcalá-General Aranaz                                                                                                                                                                                   ,40.4402601,-3.6346323,bus,stop,2630
5077                                              ,Alcalá-Santa Leonor                                                                                                                                                                                     ,40.4409411,-3.6320151,bus,stop,2631
2945                                              ,Alcalá-Alfonso Gómez                                                                                                                                                                                    ,40.441759,-3.6290573,bus,stop,2632
2947                                              ,Suanzes                                                                                                                                                                                                 ,40.4423703,-3.6268123,bus,stop,2633
2949                                              ,Alcalá-25 de Septiembre                                                                                                                                                                                 ,40.4434824,-3.6227338,bus,stop,2634
3506                                              ,Alcalá-Cronos                                                                                                                                                                                           ,40.4443787,-3.6194035,bus,stop,2635
2951                                              ,Alcalá-Avenida Canillejas                                                                                                                                                                               ,40.4457629,-3.614936,bus,stop,2636
2953                                              ,Alcalá-San Mariano                                                                                                                                                                                      ,40.4472426,-3.6128177,bus,stop,2637
2955                                              ,Alcalá-Esfinge                                                                                                                                                                                          ,40.4489596,-3.6101265,bus,stop,2638
2956                                              ,Canillejas                                                                                                                                                                                              ,40.4508955,-3.6069046,bus,stop,2639
3398                                              ,Alcalá-Avenida Séptima                                                                                                                                                                                  ,40.4517028,-3.5989397,bus,stop,2640
3403                                              ,Alcalá-Ciudad Pegaso                                                                                                                                                                                    ,40.4517321,-3.5950136,bus,stop,2641
4827                                              ,Avenida Cuarta-Calle Cinco                                                                                                                                                                              ,40.4506983,-3.5945674,bus,stop,2642
3508                                              ,Avenida Quinta                                                                                                                                                                                          ,40.449483,-3.5952617,bus,stop,2643
3509                                              ,Avenida Quinta-Calle Diez                                                                                                                                                                               ,40.447428,-3.5954507000000002,bus,stop,2644
3510                                              ,Calle Once-Avenida Segunda                                                                                                                                                                              ,40.4463801,-3.5933844,bus,stop,2645
1396                                              ,Deyanira-Euterpe                                                                                                                                                                                        ,40.4454343,-3.5915977,bus,stop,2646
1412                                              ,Deyanira-Pirra                                                                                                                                                                                          ,40.4450009,-3.5873676,bus,stop,2647
4065                                              ,Deyanira-Campezo                                                                                                                                                                                        ,40.4445347,-3.5824615,bus,stop,2648
3513                                              ,Samaniego-Campezo                                                                                                                                                                                       ,40.4460017,-3.5809769,bus,stop,2649
5574                                              ,Nanclares de Oca-Arcaute                                                                                                                                                                                ,40.4452859,-3.579091,bus,stop,2650
3672                                              ,Arcaute                                                                                                                                                                                                 ,40.4452984,-3.5765839,bus,stop,2651
3674                                              ,Yécora-Invierno                                                                                                                                                                                         ,40.4455769,-3.5740211,bus,stop,2652
3676                                              ,Yécora-Nanclares de Oca                                                                                                                                                                                 ,40.4478438,-3.5728951,bus,stop,2653
3678                                              ,Yécora-Fuentelviejo                                                                                                                                                                                     ,40.4500759,-3.5724125,bus,stop,2654
3524                                              ,Fuentelviejo                                                                                                                                                                                            ,40.4502754,-3.5694092,bus,stop,2655
5528                                              ,Fermina Sevillano-Octubre                                                                                                                                                                               ,40.4484348,-3.565389,bus,stop,2656
5781                                              ,Fermina Sevillano-Diciembre                                                                                                                                                                             ,40.446122,-3.5685454,bus,stop,2657
3527                                              ,Fin de Semana                                                                                                                                                                                           ,40.446046,-3.5684312,bus,stop,2658
3526                                              ,Diciembre-Febrero                                                                                                                                                                                       ,40.4485611,-3.5681034,bus,stop,2659
3528                                              ,Gascueña                                                                                                                                                                                                ,40.4498559,-3.5695398,bus,stop,2660
3679                                              ,Yécora-Fuentelviejo                                                                                                                                                                                     ,40.4497327,-3.5725886,bus,stop,2661
3677                                              ,Yécora-Nanclares de Oca                                                                                                                                                                                 ,40.4479061,-3.5730507,bus,stop,2662
4077                                              ,Yécora-Invierno                                                                                                                                                                                         ,40.4456165,-3.5742087,bus,stop,2663
3673                                              ,Arcaute                                                                                                                                                                                                 ,40.4455101,-3.5765861,bus,stop,2664
3518                                              ,Nanclares de Oca-Aramayona                                                                                                                                                                              ,40.4466969,-3.5770638,bus,stop,2665
3516                                              ,Nanclares de Oca-Arcaute                                                                                                                                                                                ,40.445886,-3.578885,bus,stop,2666
3514                                              ,Samaniego-Campezo                                                                                                                                                                                       ,40.446137,-3.5809416,bus,stop,2667
4053                                              ,Deyanira-Campezo                                                                                                                                                                                        ,40.4446583,-3.5829722,bus,stop,2668
1426                                              ,Deyanira-Pirra                                                                                                                                                                                          ,40.4451618,-3.5876211,bus,stop,2669
1400                                              ,Deyanira-Euterpe                                                                                                                                                                                        ,40.4454558,-3.5909129,bus,stop,2670
3530                                              ,Avenida Segunda-Calle Diez                                                                                                                                                                              ,40.4470215,-3.5930371,bus,stop,2671
3531                                              ,Avenida Segunda-Calle Ocho                                                                                                                                                                              ,40.4487791,-3.5928741,bus,stop,2672
3405                                              ,Avenida Tercera-Calle Tres                                                                                                                                                                              ,40.4510335,-3.5933351,bus,stop,2673
3404                                              ,Alcalá-Ciudad Pegaso                                                                                                                                                                                    ,40.4518043,-3.5949899,bus,stop,2674
3406                                              ,Alcalá-Avenida Séptima                                                                                                                                                                                  ,40.4517748,-3.5989522,bus,stop,2675
3533                                              ,Canillejas                                                                                                                                                                                              ,40.4503745,-3.6083317,bus,stop,2676
3407                                              ,Alcalá-Esfinge                                                                                                                                                                                          ,40.4485533,-3.6111388,bus,stop,2677
2954                                              ,Alcalá-San Mariano                                                                                                                                                                                      ,40.4474224,-3.6128993,bus,stop,2678
2952                                              ,Alcalá-Avenida Canillejas                                                                                                                                                                               ,40.4458507,-3.6153731,bus,stop,2679
3507                                              ,Alcalá-Cronos                                                                                                                                                                                           ,40.4445952,-3.6193591,bus,stop,2680
2950                                              ,Alcalá-25 de Septiembre                                                                                                                                                                                 ,40.4436757,-3.6228174,bus,stop,2681
