01001|2925.0
01002|10307.0
01004_AM|3005.0
01009_AM|4599.0
01010|2951.0
01017_AM|4314.0
01028_AM|7515.0
01036|18009.0
01043|3418.0
01047_AM|3771.0
01051|5029.0
01054_AM|2636.0
01058_AM|4466.0
0105901|38600.0
0105902|69807.0
0105903|54114.0
0105904|33042.0
0105905|52432.0
0105906|5098.0
01063_AM|4120.0
01901|3468.0
0200301|25928.0
0200302|39487.0
0200303|20179.0
0200304|19707.0
0200305|16680.0
0200306|17817.0
0200307|26512.0
0200308|6412.0
02008_AM|4946.0
02009|24388.0
02010_AM|5058.0
02012_AM|5804.0
02019_AM|4959.0
02021_AM|5457.0
02024_AM|5318.0
02025|10077.0
02029|4344.0
02030|3557.0
02033_AM|8111.0
02034_AM|4405.0
02035_AM|4403.0
02037|30427.0
02045|4654.0
02053|3433.0
02063_AM|5239.0
02067_AM|4884.0
0206901|6098.0
0206902|5535.0
0206903|3768.0
02072_AM|3501.0
02073_AM|7265.0
02074|7691.0
02075_AM|3932.0
02079|4040.0
0208101|3818.0
0208102|6798.0
0208103|6896.0
0208104|7466.0
02086_AM|4673.0
02901|2797.0
03002_AM|6597.0
03005_AM|14860.0
03006_AM|2824.0
0300901|4592.0
0300902|7372.0
0300903|7372.0
0300904|8562.0
0300905|7373.0
0300906|5538.0
0300907|7780.0
0300908|10539.0
03011|20495.0
03012|3396.0
03013_AM|2633.0
0301401|21089.0
0301402|34676.0
0301403|50616.0
0301404|77960.0
0301405|32695.0
0301406|51182.0
0301407|29705.0
0301408|39381.0
0301501|18407.0
0301502|5936.0
0301801|6776.0
0301802|5353.0
0301803|10528.0
0301901|3725.0
0301902|4696.0
0301903|6203.0
0301904|6464.0
0302101|3411.0
0302102|3702.0
03023_AM|3327.0
03024|5453.0
03026_AM|5934.0
03028_AM|5524.0
0303101|17063.0
0303102|19627.0
0303103|22041.0
0303104|10387.0
03034_AM|5787.0
03035_AM|5262.0
0304101|7284.0
0304102|4178.0
03042|4447.0
03043|3628.0
03044_AM|9024.0
03046|3207.0
0304701|12360.0
0304702|11170.0
03048|7589.0
0304901|12097.0
0304902|7176.0
0305001|16479.0
0305002|7951.0
0305003|4583.0
0305301|4097.0
0305302|6655.0
03055|8880.0
03056|11451.0
03058|7427.0
0305901|11860.0
0305902|4633.0
0305903|3064.0
0305904|4539.0
0305905|5621.0
0306301|6761.0
0306302|10284.0
0306303|9601.0
0306304|16307.0
03064|7620.0
0306501|30173.0
0306502|34820.0
0306503|34897.0
0306504|29455.0
0306505|32193.0
0306506|29589.0
0306507|43078.0
0306601|6547.0
0306602_AD|7138.0
0306604|25770.0
0306605|13096.0
03069|7402.0
03070|4337.0
0307101|3167.0
0307102|3056.0
03074_AM|4567.0
03076|15983.0
03077|2634.0
0307901|5590.0
0307902|8148.0
0307903|9914.0
03081|2892.0
0308201|7168.0
0308202|4944.0
0308203|15871.0
03083|6861.0
03088|8500.0
03089|12188.0
0309001|12413.0
0309002|13266.0
03092_AM|10812.0
03093|25611.0
03094|18108.0
03095|7080.0
03096|7569.0
03097_AM|6159.0
0309901|6953.0
0309902|11207.0
0309903|4984.0
0309904|9223.0
0309905|24465.0
0309906|8311.0
0309907|8160.0
0309908|5637.0
03101|8006.0
0310201|3128.0
0310202|3201.0
0310203|3911.0
0310401|2614.0
0310402|7221.0
0310403|6920.0
0310404|17254.0
03105|8142.0
03107|5069.0
03109|4597.0
03111|8058.0
03112_AM|3009.0
0311301|12118.0
0311302|3860.0
03114|2542.0
03118|8447.0
0311901|12268.0
0311902|12095.0
03120|6553.0
0312101|17313.0
0312102|16835.0
0312201|26464.0
0312202|13875.0
0312203|18573.0
03123_AM|11577.0
03128|11466.0
0313301|22948.0
0313302|23695.0
0313303|36199.0
03138|4841.0
0313901|16687.0
0313902|3397.0
0313903|14600.0
03140|34025.0
03901|2721.0
03902|22597.0
03903|2184.0
04003|25501.0
04006|12070.0
04011_AM|5309.0
0401301|3267.0
0401302|6388.0
0401303|11353.0
0401304|6967.0
0401305|14337.0
0401306|65838.0
0401307|75276.0
0401308|17327.0
04016|3355.0
04017_AM|8576.0
04024|4526.0
0402901|9141.0
0402902|3567.0
04031|3547.0
04032|8183.0
04035|14623.0
04038|4102.0
04044_AM|4519.0
04045_AM|5568.0
04047_AM|4973.0
04048_AM|5466.0
0404901|4437.0
0404902|5438.0
04050_AM|5350.0
04052|17974.0
04053|19744.0
04057_AM|6119.0
04062_AM|6223.0
04064|7257.0
0406601|24026.0
0406602|3538.0
0406603|3894.0
04069|6258.0
04070_AM|5749.0
04074|4143.0
0407501|5472.0
0407502|4870.0
0407901|39299.0
0407902|59426.0
04083_AM|3049.0
04086_AM|3871.0
04088_AM|6066.0
04092|3528.0
04093|3892.0
04098_AM|4682.0
04099|6521.0
0410001|2975.0
0410002|3586.0
0410003|7338.0
0410004|3801.0
04101|6039.0
04102|27398.0
04902|84005.0
04903|9086.0
04904|2959.0
05002_AM|4893.0
05013_AM|4665.0
05014_AM|6862.0
05016|7881.0
0501901|2704.0
0501902|2702.0
