|ID|name
826|16106_AM|Horcajo de Santiago agregacion de municipios
827|16112_AM|Huete agregacion de municipios
828|16113_AM|Iniesta agregacion de municipios
829|16117_AM|Landete agregacion de municipios
830|16124_AM|Mesas, Las agregacion de municipios
831|16125_AM|Minglanilla agregacion de municipios
832|16133|Mota del Cuervo
833|16134|Motilla del Palancar
834|16154|Pedroñeras, Las
835|16170_AM|Priego agregacion de municipios
836|16171_AM|Provencio, El agregacion de municipios
837|16175|Quintanar del Rey
838|16190|San Clemente
839|16191_AM|San Lorenzo de la Parrilla agregacion de municipios
840|16198_AM|Sisante agregacion de municipios
841|16203|Tarancón
842|16249_AM|Villamayor de Santiago agregacion de municipios
843|16251_AM|Villanueva de la Jara agregacion de municipios
844|16903_AM|Valeras, Las agregacion de municipios
845|16905_AM|Arcas agregacion de municipios
846|17006_AM|Alp agregacion de municipios
847|17007_AM|Amer agregacion de municipios
848|17008|Anglès
849|17009|Arbúcies
850|17012_AM|Avinyonet de Puigventós agregacion de municipios
851|17013|Begur
852|17015|Banyoles
853|17016_AM|Bàscara agregacion de municipios
854|17019|Besalú
855|17020|Bescanó
856|17022|Bisbal d'Empordà, La
857|17023|Blanes
858|17027|Breda
859|17032|Cadaqués
860|17033|Caldes de Malavella
861|17034|Calonge i Sant Antoni
862|17036_AM|Campdevànol agregacion de municipios
863|17039_AM|Camprodon agregacion de municipios
864|17044|Cassà de la Selva
865|17047|Castelló d'Empúries
866|17048|Castell-Platja d'Aro
867|17049_AM|Celràagregacion de municipios
868|17056_AM|Cornellà del Terri agregacion de municipios
869|17062|Escala, L'
870|17066|Figueres
871|17067_AM|Flaçàagregacion de municipios
872|17073|Fornells de la Selva
873|17079|Girona
874|17083|Hostalric
875|17086_AM|Jonquera, La agregacion de municipios
876|17089|Llagostera
877|17092_AM|Llançàagregacion de municipios
878|17094|Llívia
879|17095|Lloret de Mar
880|17103|Maçanet de la Selva
881|17111_AM|Navata agregacion de municipios
882|17114|Olot
883|17117|Palafrugell
884|17118|Palamós
885|17120_AM|Palau-saverdera agregacion de municipios
886|17124_AM|Pals agregacion de municipios
887|17132_AM|Peralada agregacion de municipios
888|17137_AM|Porqueres agregacion de municipios
889|17139_AM|Preses, Les agregacion de municipios
890|17141|PuigcerdÍ
891|17142|Quart
892|17146|Riells i Viabrea
893|17147|Ripoll
894|17148_AM|Riudarenes agregacion de municipios
895|17152|Roses
896|17155|Salt
897|17160|Sant Feliu de Guíxols
898|17163|Sant Gregori
899|17164_AM|Sant Hilari Sacalm agregacion de municipios
900|17167_AM|Sant Joan de les Abadesses agregacion de municipios
901|17169_AM|Sant Julià de Ramis agregacion de municipios
902|17178_AM|Sant Pere Pescador agregacion de municipios
903|17180_AM|Santa Coloma de Farners agregacion de municipios
904|17181|Santa Cristina d'Aro
905|17184_AM|Santa Pau agregacion de municipios
906|17185|Sant Joan les Fonts
907|17186|Sarrià de Ter
908|17190_AM|Serinyàagregacion de municipios
909|17193|Sils
910|17199|Torroella de Montgrí
911|17202|Tossa de Mar
912|17207|Vall d'en Bas, La
913|17211_AM|Verges agregacion de municipios
914|17213|Vidreres
915|17215_AM|Vilablareix agregacion de municipios
916|17221|Vilafant
917|17223_AM|Vilajuïga agregacion de municipios
918|17233_AM|Vilobí d'Onyar agregacion de municipios
919|17901_AM|Cruïlles, Monells i Sant Sadurní de l'Heura agregacion de municipios
920|17902_AM|Forallac agregacion de municipios
921|18003|Albolote
922|18006|Albuñol
923|18011|Alfacar
924|18013|Alhama de Granada
925|18014_AM|Alhendín agregacion de municipios
926|18017|Almuñécar
927|18021|Armilla
928|18022|Atarfe
929|18023|Baza
930|18027_AM|Benalúa agregacion de municipios
931|18029_AM|Benamaurel agregacion de municipios
932|18035_AM|Cádiar agregacion de municipios
933|18036|Cájar
934|18039|Caniles
935|18047|Cenes de la Vega
936|18048|Cijuela
937|18050_AM|Cogollos de la Vega agregacion de municipios
938|18056|Cúllar
939|18057|Cúllar Vega
940|18059|Chauchina
941|18061_AM|Chimeneas agregacion de municipios
942|18062|Churriana de la Vega
943|18063_AM|Darro agregacion de municipios
944|18066|Deifontes
945|18071_AM|Dúrcal agregacion de municipios
946|18079|Fuente Vaqueros
947|18084|Gójar
948|18087|Granada
949|18088_AM|Guadahortuna agregacion de municipios
950|18089|Guadix
951|18093|Gualchos
952|18094|Güéjar Sierra
953|18095|Güevéjar
954|18098|Huéscar
955|18099_AM|Huétor de Santillán agregacion de municipios
956|18100|Huétor Tájar
957|18101|Huétor Vega
958|18102_AM|Íllora agregacion de municipios
959|18105|Iznalloz
960|18108_AM|Jérez del Marquesado agregacion de municipios
961|18111|Jun
962|18115|Láchar
963|18116_AM|Lanjarón agregacion de municipios
964|18119_AM|Lecrín agregacion de municipios
965|18122_AM|Loja agregacion de municipios
966|18127|Maracena
967|18132|Moclín
968|18133|Molvízar
969|18134|Monachil
970|18135_AM|Montefrío agregacion de municipios
971|18136_AM|Montejícar agregacion de municipios
972|18137_AM|Montillana agregacion de municipios
973|18138|Moraleda de Zafayona
974|18140|Motril
975|18145|Ogíjares
976|18147|Órgiva
977|18148_AM|Otívar agregacion de municipios
978|18149_AM|Villa de Otura agregacion de municipios
979|18150|Padul
980|18152_AM|Pedro Martínez agregacion de municipios
981|18153|Peligros
982|18157_AM|Pinos Genil agregacion de municipios
983|18158|Pinos Puente
984|18162_AM|Polopos agregacion de municipios
985|18164_AM|Puebla de Don Fadrique agregacion de municipios
986|18165|Pulianas
987|18171_AM|Salar agregacion de municipios
988|18173|Salobreña
989|18175|Santa Fe
990|18182|Ugíjar
991|18184_AM|Vélez de Benaudalla agregacion de municipios
992|18192_AM|Zafarraya agregacion de municipios
993|18193|Zubia, La
994|18194|Zújar
995|18903_AM|Nevada agregacion de municipios
996|18905|Gabias, Las
997|18907_AM|Valle del Zalabí agregacion de municipios
998|18911|Vegas del Genil
999|18912_AM|Cuevas del Campo agregacion de municipios
1000|18916|Torrenueva Costa
1001|19021_AM|Almoguera agregacion de municipios
1002|19024|Alovera
1003|19046|Azuqueca de Henares
1004|19053_AM|Brihuega agregacion de municipios
1005|19058_AM|Cabanillas del Campo agregacion de municipios
1006|19071|Casar, El
1007|19086_AM|Cifuentes agregacion de municipios
1008|19103_AM|Checa agregacion de municipios
1009|19105|Chiloeches
1010|19117|Fontanar
1011|19126|Galápagos
1012|19130|Guadalajara
1013|19143|Horche
1014|19151_AM|Humanes agregacion de municipios
1015|19156_AM|Jadraque agregacion de municipios
1016|19160_AM|Loranca de Tajuña agregacion de municipios
1017|19171|Marchamalo
1018|19190|Molina de Aragón
1019|19192|Mondéjar
1020|19220_AM|Pioz agregacion de municipios
1021|19245_AM|Sacedón agregacion de municipios
1022|19257_AM|Sigüenza agregacion de municipios
1023|19274_AM|Torija agregacion de municipios
1024|19280|Torrejón del Rey
1025|19293|Uceda
1026|19319|Villanueva de la Torre
1027|19326|Yebes
1028|19331|Yunquera de Henares
1029|20005_AM|Alegia agregacion de municipios
1030|20009|Andoain
1031|20010_AM|Anoeta agregacion de municipios
1032|20013|Aretxabaleta
1033|20016_AM|Aia agregacion de municipios
1034|20017|Azkoitia
1035|20018|Azpeitia
1036|20019|Beasain
1037|20022_AM|Berastegi agregacion de municipios
1038|20025_AM|Zegama agregacion de municipios
1039|20027_AM|Zestoa agregacion de municipios
1040|20028_AM|Zizurkil agregacion de municipios
1041|20029|Deba
1042|20030|Eibar
1043|20032|Elgoibar
1044|20034_AM|Eskoriatza agregacion de municipios
1045|20036|Hondarribia
1046|20039|Getaria
1047|20040|Hernani
1048|20042|Ibarra
1049|20043_AM|Idiazabal agregacion de municipios
1050|20045|Irun
1051|20049|Lazkao
1052|20051|Legazpi
1053|20052_AM|Legorreta agregacion de municipios
1054|20053|Lezo
1055|20055|Arrasate/Mondragón
1056|20056_AM|Mutriku agregacion de municipios
1057|20059|Oñati
1058|20061|Orio
1059|20063|Oiartzun
1060|20064|Pasaia
1061|20065_AM|Soraluze-Placencia de las Armas agregacion de municipios
1062|20067|Errenteria
1063|20069|Donostia/San Sebastián
1064|20071|Tolosa
1065|20072|Urnieta
1066|20073|Usurbil
1067|20074|Bergara
1068|20075|Villabona
1069|20076|Ordizia
1070|20077_AM|Urretxu agregacion de municipios
1071|20079|Zarautz
1072|20080|Zumarraga
1073|20081|Zumaia
1074|20902|Lasarte-Oria
1075|20903|Astigarraga
1076|21002|Aljaraque
1077|21005|Almonte
1078|21006|Alosno
1079|21007_AM|Aracena agregacion de municipios
1080|21008_AM|Aroche agregacion de municipios
1081|21010|Ayamonte
1082|21011|Beas
1083|21013|Bollullos Par del Condado
1084|21014|Bonares
1085|21017_AM|Calañas agregacion de municipios
1086|21018_AM|Campillo, El agregacion de municipios
1087|21021|Cartaya
1088|21023_AM|Cerro de Andévalo, El agregacion de municipios
1089|21025|Cortegana
1090|21029_AM|Cumbres Mayores agregacion de municipios
1091|21032_AM|Escacena del Campo agregacion de municipios
1092|21035|Gibraleón
1093|21040_AM|Hinojos agregacion de municipios
1094|21041|Huelva
1095|21042|Isla Cristina
1096|21043_AM|Jabugo agregacion de municipios
1097|21044|Lepe
1098|21046|Lucena del Puerto
1099|21049|Minas de Riotinto
1100|21050|Moguer
1101|21052_AM|Nerva agregacion de municipios
1102|21053_AM|Niebla agregacion de municipios
1103|21054|Palma del Condado, La
1104|21055|Palos de la Frontera
1105|21056|Paterna del Campo
1106|21058_AM|Puebla de Guzmán agregacion de municipios
1107|21060|Punta Umbría
1108|21061|Rociana del Condado
1109|21063|San Bartolomé de la Torre
1110|21064|San Juan del Puerto
1111|21069_AM|Santa Olalla del Cala agregacion de municipios
1112|21070|Trigueros
1113|21072|Valverde del Camino
1114|21073|Villablanca
1115|21074_AM|Villalba del Alcor agregacion de municipios
1116|21076_AM|Villanueva de los Castillejos agregacion de municipios
1117|21078|Zalamea la Real
1118|22017_AM|Alcolea de Cinca agregacion de municipios
1119|22021_AM|Almudévar agregacion de municipios
1120|22025_AM|Altorricón agregacion de municipios
1121|22039_AM|Ayerbe agregacion de municipios
1122|22048|Barbastro
1123|22053_AM|Benabarre agregacion de municipios
1124|22054_AM|Benasque agregacion de municipios
1125|22059_AM|Biescas agregacion de municipios
1126|22060_AM|Binaced agregacion de municipios
1127|22061|Binéfar
1128|22084_AM|Castejón de Sos agregacion de municipios
1129|22112_AM|Fraga agregacion de municipios
1130|22116_AM|Grañén agregacion de municipios
1131|22117_AM|Graus agregacion de municipios
1132|22125|Huesca
1133|22130|Jaca
1134|22137_AM|Lanaja agregacion de municipios
1135|22158|Monzón
1136|22199|Sabiñánigo
1137|22213_AM|Sariñena agregacion de municipios
1138|22225|Tamarite de Litera
1139|22228_AM|Tierz agregacion de municipios
1140|22254_AM|Zaidín agregacion de municipios
1141|22901_AM|Valle de Hecho agregacion de municipios
1142|22907_AM|Aínsa-Sobrarbe agregacion de municipios
1143|23002|Alcalá la Real
1144|23003|Alcaudete
1145|23005|Andújar
1146|23006|Arjona
1147|23007_AM|Arjonilla agregacion de municipios
1148|23009|Baeza
1149|23010|Bailén
1150|23011_AM|Baños de la Encina agregacion de municipios
1151|23012_AM|Beas de Segura agregacion de municipios
1152|23014|Begíjar
1153|23015_AM|Bélmez de la Moraleda agregacion de municipios
1154|23018|Cambil
1155|23019_AM|Campillo de Arenas agregacion de municipios
1156|23024|Carolina, La
1157|23025|Castellar
1158|23026|Castillo de Locubín
1159|23028|Cazorla
1160|23034|Fuensanta de Martos
1161|23038|Guardia de Jaén, La
1162|23039|Guarromán
1163|23040_AM|Lahiguera agregacion de municipios
1164|23044_AM|Huelma agregacion de municipios
1165|23045_AM|Huesa agregacion de municipios
1166|23046_AM|Ibros agregacion de municipios
1167|23050|Jaén
1168|23051|Jamilena
1169|23053|Jódar
1170|23055|Linares
1171|23056|Lopera
1172|23058|Mancha Real
1173|23059|Marmolejo
1174|23060|Martos
1175|23061_AM|Mengíbar agregacion de municipios
1176|23062_AM|Montizón agregacion de municipios
1177|23063_AM|Navas de San Juan agregacion de municipios
1178|23066|Peal de Becerro
1179|23067|Pegalajar
1180|23069_AM|Porcuna agregacion de municipios
1181|23070|Pozo Alcón
1182|23072_AM|Puerta de Segura, La agregacion de municipios
1183|23073_AM|Quesada agregacion de municipios
1184|23074_AM|Rus agregacion de municipios
1185|23075|Sabiote
1186|23079_AM|Santisteban del Puerto agregacion de municipios
1187|23080_AM|Santo Tomé agregacion de municipios
1188|23082_AM|Siles agregacion de municipios
1189|23086_AM|Torredelcampo agregacion de municipios
1190|23087|Torredonjimeno
1191|23088|Torreperogil
1192|23090_AM|Torres agregacion de municipios
1193|23092|Úbeda
1194|23093_AM|Valdepeñas de Jaén agregacion de municipios
1195|23094_AM|Vilches agregacion de municipios
1196|23095|Villacarrillo
1197|23096|Villanueva de la Reina
1198|23097_AM|Villanueva del Arzobispo agregacion de municipios
1199|23099|Villares, Los
1200|23902|Bedmar y Garcíez
1201|23903_AM|Villatorres agregacion de municipios
1202|23904|Santiago-Pontones
1203|24008|Astorga
1204|24010|Bañeza, La
1205|24014|Bembibre
1206|24015_AM|Benavides agregacion de municipios
1207|24021_AM|Boñar agregacion de municipios
1208|24030|Cacabelos
1209|24034|Camponaraya
1210|24038_AM|Carracedelo agregacion de municipios
1211|24039_AM|Carrizo agregacion de municipios
1212|24056_AM|Cistierna agregacion de municipios
1213|24059_AM|Corullón agregacion de municipios
1214|24061_AM|Cuadros agregacion de municipios
1215|24064_AM|Cubillos del Sil agregacion de municipios
1216|24065|Chozas de Abajo
1217|24070_AM|Fabero agregacion de municipios
1218|24083_AM|Igüeña agregacion de municipios
1219|24088_AM|Laguna de Negrillos agregacion de municipios
1220|24089|León
1221|24092_AM|Llamas de la Ribera agregacion de municipios
1222|24094_AM|Mansilla de las Mulas agregacion de municipios
1223|24114|Pola de Gordón, La
1224|24115|Ponferrada
1225|24122_AM|Puente de Domingo Flórez agregacion de municipios
1226|24134|Robla, La
1227|24139_AM|Sahagún agregacion de municipios
1228|24142|San Andrés del Rabanedo
1229|24148_AM|San Justo de la Vega agregacion de municipios
1230|24154_AM|Santa Elena de Jamuz agregacion de municipios
1231|24157_AM|Santa María del Páramo agregacion de municipios
1232|24160_AM|Santas Martas agregacion de municipios
1233|24162_AM|Santovenia de la Valdoncina agregacion de municipios
1234|24163|Sariegos
1235|24166_AM|Soto de la Vega agregacion de municipios
1236|24169_AM|Toreno agregacion de municipios
1237|24170_AM|Torre del Bierzo agregacion de municipios
1238|24175_AM|Valdefresno agregacion de municipios
1239|24181_AM|Valderas agregacion de municipios
1240|24183_AM|Valderrueda agregacion de municipios
1241|24188|Valencia de Don Juan
1242|24189|Valverde de la Virgen
1243|24196_AM|Vega de Espinareda agregacion de municipios
1244|24202|Villablino
1245|24209|Villafranca del Bierzo
1246|24212_AM|Villamañán agregacion de municipios
1247|24222|Villaquilambre
1248|24223|Villarejo de Órbigo
1249|25003|Agramunt
1250|25007_AM|Albatàrrec agregacion de municipios
1251|25008_AM|Albesa agregacion de municipios
1252|25011|Alcarràs
1253|25012|Alcoletge
1254|25013|Alfarràs
1255|25016_AM|Alguaire agregacion de municipios
1256|25019|Almacelles
1257|25021|Almenar
1258|25023|Alpicat
1259|25025_AM|Naut Aran agregacion de municipios
1260|25029_AM|Arbeca agregacion de municipios
1261|25033_AM|Artesa de Lleida agregacion de municipios
1262|25034|Artesa de Segre
1263|25038_AM|Aitona agregacion de municipios
1264|25040|Balaguer
1265|25047_AM|Bellcaire d'Urgell agregacion de municipios
1266|25048_AM|Bell-lloc d'Urgell agregacion de municipios
1267|25050|Bellpuig
1268|25051_AM|Bellver de Cerdanya agregacion de municipios
1269|25053_AM|Benavent de Segriàagregacion de municipios
1270|25058|Borges Blanques, Les
1271|25059_AM|Bossòst agregacion de municipios
1272|25062_AM|Camarasa agregacion de municipios
1273|25072|Cervera
1274|25099_AM|Golmés agregacion de municipios
1275|25110|Guissona
1276|25113_AM|Ivars d'Urgell agregacion de municipios
1277|25119_AM|Juneda agregacion de municipios
1278|25120|Lleida
1279|25122|Linyola
1280|25137|Mollerussa
1281|25149_AM|Oliana agregacion de municipios
1282|25158_AM|Palau d'Anglesola, El agregacion de municipios
1283|25171_AM|Pobla de Segur, La agregacion de municipios
1284|25172|Ponts
1285|25173_AM|Pont de Suert, El agregacion de municipios
1286|25189|Rosselló
1287|25192_AM|Sant Guim de Freixenet agregacion de municipios
1288|25193_AM|Sant Llorenç de Morunys agregacion de municipios
1289|25203|Seu d'Urgell, La
1290|25204_AM|Seròs agregacion de municipios
1291|25207|Solsona
1292|25209_AM|Sort agregacion de municipios
1293|25217|Tàrrega
1294|25223_AM|Toràagregacion de municipios
1295|25228|Torrefarrera
1296|25232_AM|Torres de Segre agregacion de municipios
1297|25234|Tremp
1298|25240_AM|Vallfogona de Balaguer agregacion de municipios
1299|25243|Vielha e Mijaran
1300|25907_AM|Torrefeta i Florejacs agregacion de municipios
1301|26002_AM|Agoncillo agregacion de municipios
1302|26005|Albelda de Iregua
1303|26006|Alberite
1304|26008|Aldeanueva de Ebro
1305|26011|Alfaro
1306|26018|Arnedo
1307|26021_AM|Autol agregacion de municipios
1308|26026_AM|Baños de Río Tobía agregacion de municipios
1309|26036|Calahorra
1310|26042_AM|Casalarreina agregacion de municipios
1311|26047_AM|Cervera del Río Alhama agregacion de municipios
1312|26059_AM|Entrena agregacion de municipios
1313|26061_AM|Ezcaray agregacion de municipios
1314|26064|Fuenmayor
1315|26071_AM|Haro agregacion de municipios
1316|26084|Lardero
1317|26089|Logroño
1318|26099_AM|Murillo de Río Leza agregacion de municipios
1319|26102|Nájera
1320|26105_AM|Navarrete agregacion de municipios
1321|26117_AM|Pradejón agregacion de municipios
1322|26125|Rincón de Soto
1323|26129_AM|San Asensio agregacion de municipios
1324|26138|Santo Domingo de la Calzada
1325|26168|Villamediana de Iregua
1326|27005|Barreiros
1327|27006|Becerreá
1328|27007_AM|Begonte agregacion de municipios
1329|27010|Castro de Rei
1330|27011|Castroverde
1331|27012_AM|Cervantes agregacion de municipios
1332|27013|Cervo
1333|27014_AM|Corgo, O agregacion de municipios
1334|27015|Cospeito
1335|27016|Chantada
1336|27018_AM|Fonsagrada, A agregacion de municipios
1337|27019|Foz
1338|27020|Friol
1339|27021_AM|Xermade agregacion de municipios
1340|27022|Guitiriz
1341|27023|Guntín
1342|27024_AM|Incio, O agregacion de municipios
1343|27025|Xove
1344|27026|Láncara
1345|27027_AM|Lourenzá agregacion de municipios
1346|27028|Lugo
1347|27030|Mondoñedo
1348|27031|Monforte de Lemos
1349|27032|Monterroso
1350|27039|Outeiro de Rei
1351|27040_AM|Palas de Rei agregacion de municipios
1352|27041_AM|Pantón agregacion de municipios
1353|27042_AM|Paradela agregacion de municipios
1354|27044_AM|Pastoriza, A agregacion de municipios
1355|27046_AM|Pol agregacion de municipios
1356|27047_AM|Pobra do Brollón, A agregacion de municipios
1357|27048_AM|Pontenova, A agregacion de municipios
1358|27050|Quiroga
1359|27051|Ribadeo
1360|27057|Sarria
1361|27058_AM|Saviñao, O agregacion de municipios
1362|27060|Taboada
1363|27063_AM|Valadouro, O agregacion de municipios
1364|27065|Vilalba
1365|27066|Viveiro
1366|27902|Burela
1367|28002|Ajalvir
1368|28004|Álamo, El
1369|28005|Alcalá de Henares
1370|28006|Alcobendas
1371|28007|Alcorcón
1372|28008|Aldea del Fresno
1373|28009|Algete
1374|28010|Alpedrete
1375|28012_AM|Anchuelo agregacion de municipios
1376|28013|Aranjuez
1377|28014|Arganda del Rey
1378|28015|Arroyomolinos
1379|28018|Becerril de la Sierra
1380|28019_AM|Belmonte de Tajo agregacion de municipios
1381|28022|Boadilla del Monte
1382|28023|Boalo, El
1383|28026|Brunete
1384|28027_AM|Buitrago del Lozoya agregacion de municipios
1385|28028|Bustarviejo
1386|28030|Cabrera, La
1387|28031|Cadalso de los Vidrios
1388|28032_AM|Camarma de Esteruelas agregacion de municipios
1389|28033|Campo Real
1390|28036|Casarrubuelos
1391|28037_AM|Cenicientos agregacion de municipios
1392|28038|Cercedilla
1393|28040|Ciempozuelos
1394|28041|Cobeña
1395|28042_AM|Colmenar del Arroyo agregacion de municipios
1396|28043|Colmenar de Oreja
1397|28044|Colmenarejo
1398|28045|Colmenar Viejo
1399|28046|Collado Mediano
1400|28047|Collado Villalba
1401|28049|Coslada
1402|28050|Cubas de la Sagra
1403|28052|Chinchón
1404|28053|Daganzo de Arriba
1405|28054|Escorial, El
1406|28057_AM|Fresno de Torote agregacion de municipios
1407|28058|Fuenlabrada
1408|28059|Fuente el Saz de Jarama
1409|28060_AM|Fuentidueña de Tajo agregacion de municipios
1410|28061|Galapagar
1411|28065|Getafe
1412|28066|Griñón
1413|28067_AM|Guadalix de la Sierra agregacion de municipios
1414|28068|Guadarrama
1415|28072|Hoyo de Manzanares
1416|28073|Humanes de Madrid
1417|28074|Leganés
1418|28075|Loeches
1419|28079|Madrid
1420|28080|Majadahonda
1421|28082|Manzanares el Real
1422|28083|Meco
1423|28084|Mejorada del Campo
1424|28085|Miraflores de la Sierra
1425|28086|Molar, El
1426|28087|Molinos, Los
1427|28089|Moraleja de Enmedio
1428|28090|Moralzarzal
1429|28091|Morata de Tajuña
1430|28092|Móstoles
1431|28093|Navacerrada
1432|28095|Navalagamella
1433|28096|Navalcarnero
1434|28099_AM|Navas del Rey agregacion de municipios
1435|28100|Nuevo Baztán
1436|28104|Paracuellos de Jarama
1437|28106|Parla
1438|28108|Pedrezuela
1439|28109|Pelayos de la Presa
1440|28110|Perales de Tajuña
1441|28113|Pinto
1442|28115|Pozuelo de Alarcón
1443|28119|Quijorna
1444|28123|Rivas-Vaciamadrid
1445|28125|Robledo de Chavela
1446|28127|Rozas de Madrid, Las
1447|28129|San Agustín del Guadalix
1448|28130|San Fernando de Henares
1449|28131|San Lorenzo de El Escorial
1450|28132|San Martín de la Vega
1451|28133|San Martín de Valdeiglesias
1452|28134|San Sebastián de los Reyes
1453|28137|Santos de la Humosa, Los
1454|28140_AM|Serranillos del Valle agregacion de municipios
1455|28141|Sevilla la Nueva
1456|28144|Soto del Real
1457|28145|Talamanca de Jarama
1458|28146|Tielmes
1459|28148|Torrejón de Ardoz
1460|28149|Torrejón de la Calzada
1461|28150|Torrejón de Velasco
1462|28151_AM|Torrelaguna agregacion de municipios
1463|28152|Torrelodones
1464|28154|Torres de la Alameda
1465|28160|Valdemorillo
1466|28161|Valdemoro
1467|28162|Valdeolmos-Alalpardo
1468|28164|Valdetorres de Jarama
1469|28165|Valdilecha
1470|28167|Velilla de San Antonio
1471|28168_AM|Vellón, El agregacion de municipios
1472|28169_AM|Venturada agregacion de municipios
1473|28170_AM|Villaconejos agregacion de municipios
1474|28171|Villa del Prado
1475|28172|Villalbilla
1476|28174|Villamanta
1477|28176|Villanueva de la Cañada
1478|28177|Villanueva del Pardillo
1479|28178_AM|Villanueva de Perales agregacion de municipios
1480|28179_AM|Villar del Olmo agregacion de municipios
1481|28180|Villarejo de Salvanés
1482|28181|Villaviciosa de Odón
1483|28183_AM|Zarzalejo agregacion de municipios
1484|28901_AM|Lozoyuela-Navas-Sieteiglesias agregacion de municipios
1485|28903|Tres Cantos
1486|29001|Alameda
1487|29002_AM|Alcaucín agregacion de municipios
1488|29005|Algarrobo
1489|29007|Alhaurín de la Torre
1490|29008|Alhaurín el Grande
1491|29009_AM|Almáchar agregacion de municipios
1492|29011|Almogía
1493|29012|Álora
1494|29015_AM|Antequera agregacion de municipios
1495|29017|Archidona
1496|29018_AM|Ardales agregacion de municipios
1497|29020_AM|Arriate agregacion de municipios
1498|29023|Benahavís
1499|29025|Benalmádena
1500|29027_AM|Benamocarra agregacion de municipios
1501|29028_AM|Benaoján agregacion de municipios
1502|29031_AM|Burgo, El agregacion de municipios
1503|29032|Campillos
1504|29038|Cártama
1505|29039|Casabermeja
1506|29040|Casarabonela
1507|29041|Casares
1508|29042|Coín
1509|29043|Colmenar
1510|29045|Cómpeta
1511|29046|Cortes de la Frontera
1512|29049_AM|Cuevas de San Marcos agregacion de municipios
1513|29051|Estepona
1514|29053|Frigiliana
1515|29054|Fuengirola
1516|29055|Fuente de Piedra
1517|29056_AM|Gaucín agregacion de municipios
1518|29059|Humilladero
1519|29067|Málaga
1520|29068|Manilva
1521|29069|Marbella
1522|29070|Mijas
1523|29072|Mollina
1524|29073_AM|Monda agregacion de municipios
1525|29075|Nerja
1526|29076_AM|Ojén agregacion de municipios
1527|29079|Periana
1528|29080|Pizarra
1529|29082_AM|Rincón de la Victoria agregacion de municipios
1530|29083_AM|Riogordo agregacion de municipios
1531|29084|Ronda
1532|29086_AM|Sayalonga agregacion de municipios
1533|29088|Sierra de Yeguas
1534|29089_AM|Teba agregacion de municipios
1535|29090_AM|Tolox agregacion de municipios
1536|29091|Torrox
1537|29094|Vélez-Málaga
1538|29095_AM|Villanueva de Algaidas agregacion de municipios
1539|29096|Villanueva del Rosario
1540|29097|Villanueva del Trabuco
1541|29100|Yunquera
1542|29901|Torremolinos
1543|29902|Villanueva de la Concepción
1544|30001|Abanilla
1545|30002|Abarán
1546|30003|Águilas
1547|30005|Alcantarilla
1548|30007|Alguazas
1549|30008|Alhama de Murcia
1550|30009|Archena
1551|30010|Beniel
1552|30011|Blanca
1553|30012|Bullas
1554|30013|Calasparra
1555|30014_AM|Campos del Río agregacion de municipios
1556|30015|Caravaca de la Cruz
1557|30016|Cartagena
1558|30017|Cehegín
1559|30018|Ceutí
1560|30019|Cieza
1561|30020|Fortuna
1562|30021|Fuente Álamo de Murcia
1563|30022|Jumilla
1564|30023|Librilla
1565|30024|Lorca
1566|30025|Lorquí
1567|30026|Mazarrón
1568|30027|Molina de Segura
1569|30028|Moratalla
1570|30029|Mula
1571|30030|Murcia
1572|30032|Pliego
1573|30033|Puerto Lumbreras
1574|30035|San Javier
1575|30036|San Pedro del Pinatar
1576|30037|Torre-Pacheco
1577|30038|Torres de Cotillas, Las
1578|30039_AM|Totana agregacion de municipios
1579|30041|Unión, La
1580|30042_AM|Villanueva del Río Segura agregacion de municipios
1581|30043|Yecla
1582|30901|Santomera
1583|30902|Alcázares, Los
1584|31010_AM|Altsasu/Alsasua agregacion de municipios
1585|31015|Andosilla
1586|31016|Ansoáin/Antsoain
1587|31019_AM|Aoiz/Agoitz agregacion de municipios
1588|31023|Aranguren
1589|31029_AM|Arcos, Los agregacion de municipios
1590|31036_AM|Arróniz agregacion de municipios
1591|31038_AM|Artajona agregacion de municipios
1592|31041_AM|Ayegui/Aiegi agregacion de municipios
1593|31042_AM|Azagra agregacion de municipios
1594|31050_AM|Baztan agregacion de municipios
1595|31060|Burlada/Burlata
1596|31065|Caparroso
1597|31067_AM|Carcastillo agregacion de municipios
1598|31068_AM|Cascante agregacion de municipios
1599|31070|Castejón
1600|31072_AM|Cintruénigo agregacion de municipios
1601|31076_AM|Cizur agregacion de municipios
1602|31077|Corella
1603|31078_AM|Cortes agregacion de municipios
1604|31084_AM|Etxarri Aranatz agregacion de municipios
1605|31086|Valle de Egüés/Eguesibar
1606|31088|Noáin (Valle de Elorz)/Noain (Elortzibar)
1607|31092_AM|Erro agregacion de municipios
1608|31097|Estella-Lizarra
1609|31098|Esteribar
1610|31101_AM|Ezcabarte agregacion de municipios
1611|31104_AM|Falces agregacion de municipios
1612|31108_AM|Fustiñana agregacion de municipios
1613|31122|Huarte/Uharte
1614|31138_AM|Lakuntza agregacion de municipios
1615|31142_AM|Larraga agregacion de municipios
1616|31149_AM|Leitza agregacion de municipios
1617|31152_AM|Lerín agregacion de municipios
1618|31153_AM|Lesaka agregacion de municipios
1619|31157_AM|Lodosa agregacion de municipios
1620|31159_AM|Lumbier agregacion de municipios
1621|31163|Marcilla
