stop_id;stop_name;bus_line;stop_lon;stop_lat;transport_mode
242                                               ;Ascao-Julián Camarillo                                                                                                                                                                                  ;38                                                ;-3.6331896;40.4344031;bus                 
244                                               ;Metro García Noblejas                                                                                                                                                                                   ;38                                                ;-3.6308495;40.4312717;bus                 
246                                               ;Castillo de Arévalo                                                                                                                                                                                     ;38                                                ;-3.6296074;40.4295578;bus                 
4708                                              ;Hermanos García Noblejas-Gandhi                                                                                                                                                                         ;38                                                ;-3.6282374;40.4277454;bus                 
250                                               ;Hermanos García Noblejas-Centro de Salud                                                                                                                                                                ;38                                                ;-3.6267644;40.4255552;bus                 
2338                                              ;Pobladura del Valle-Arcos de Jalón                                                                                                                                                                      ;38                                                ;-3.6240131;40.4244935;bus                 
2340                                              ;Pobladura del Valle-San Román del Valle                                                                                                                                                                 ;38                                                ;-3.6215999;40.4254299;bus                 
2342                                              ;Amposta-Pobladura del Valle                                                                                                                                                                             ;38                                                ;-3.6192576;40.4271092;bus                 
2344                                              ;Simancas                                                                                                                                                                                                ;38                                                ;-3.6210717;40.4295229;bus                 
2345                                              ;Alberique-Albaida                                                                                                                                                                                       ;38                                                ;-3.619432;40.4306938;bus                 
4441                                              ;Alberique-Comisaría                                                                                                                                                                                     ;38                                                ;-3.616135;40.4311349;bus                 
2351                                              ;Hellín-Alberique                                                                                                                                                                                        ;38                                                ;-3.6143026;40.4318834;bus                 
2349                                              ;Hellín-Albaida                                                                                                                                                                                          ;38                                                ;-3.6148793;40.4347632;bus                 
2484                                              ;Avenida de Canillejas-Albaida                                                                                                                                                                           ;38                                                ;-3.6113314;40.4356874;bus                 
4783                                              ;Arcentales-Avenida de Canillejas                                                                                                                                                                        ;38                                                ;-3.6102282;40.4363284;bus                 
4784                                              ;Junta Municipal San Blas-Canillejas                                                                                                                                                                     ;38                                                ;-3.6073789;40.4367758;bus                 
3409                                              ;Las Rosas-Metro Las Musas                                                                                                                                                                               ;38                                                ;-3.6064843;40.4343121;bus                 
4443                                              ;Julia García Boután-Niza                                                                                                                                                                                ;38                                                ;-3.6051539;40.4318866;bus                 
4445                                              ;Julia García Boután-Suecia                                                                                                                                                                              ;38                                                ;-3.603599;40.4320389;bus                 
4447                                              ;Sofía-Manchester                                                                                                                                                                                        ;38                                                ;-3.6005539;40.4316583;bus                 
4449                                              ;Sofía-Budapest                                                                                                                                                                                          ;38                                                ;-3.6000629;40.4294717;bus                 
4414                                              ;Suecia-Bucarest                                                                                                                                                                                         ;38                                                ;-3.6032823;40.4282567;bus                 
4399                                              ;Ginebra-Suecia                                                                                                                                                                                          ;38                                                ;-3.6032678;40.4267252;bus                 
4451                                              ;Las Rosas                                                                                                                                                                                               ;38                                                ;-3.6046302;40.4267722;bus                 
4451                                              ;Las Rosas                                                                                                                                                                                               ;38                                                ;-3.6046302;40.4267722;bus                 
4413                                              ;Suecia-Bucarest                                                                                                                                                                                         ;38                                                ;-3.6029775;40.4284565;bus                 
4450                                              ;Sofía-Budapest                                                                                                                                                                                          ;38                                                ;-3.5997696;40.4296354;bus                 
4448                                              ;Sofía-Manchester                                                                                                                                                                                        ;38                                                ;-3.6002717;40.4317409;bus                 
4446                                              ;Julia García Boután-Suecia                                                                                                                                                                              ;38                                                ;-3.6037076;40.4323176;bus                 
4444                                              ;Julia García Boután-Niza                                                                                                                                                                                ;38                                                ;-3.6055328;40.4320738;bus                 
4394                                              ;Las Rosas-Metro Las Musas                                                                                                                                                                               ;38                                                ;-3.6061678;40.4345119;bus                 
4421                                              ;Sevilla Diago-Avenida de Canillejas                                                                                                                                                                     ;38                                                ;-3.6101189;40.4346713;bus                 
4393                                              ;Avenida de Canillejas-Albaida                                                                                                                                                                           ;38                                                ;-3.6114146;40.4358356;bus                 
2348                                              ;Hellín-Albaida                                                                                                                                                                                          ;38                                                ;-3.6151421;40.4347348;bus                 
2350                                              ;Hellín-Alberique                                                                                                                                                                                        ;38                                                ;-3.6146223;40.4320348;bus                 
4442                                              ;Alberique-Comisaría                                                                                                                                                                                     ;38                                                ;-3.6161839;40.4313328;bus                 
4391                                              ;Alberique-Albaida                                                                                                                                                                                       ;38                                                ;-3.6187044;40.4310581;bus                 
4392                                              ;Simancas                                                                                                                                                                                                ;38                                                ;-3.621276;40.4294227;bus                 
2343                                              ;Amposta-Pobladura del Valle                                                                                                                                                                             ;38                                                ;-3.6196671;40.4269718;bus                 
2341                                              ;Pobladura del Valle-San Román del Valle                                                                                                                                                                 ;38                                                ;-3.6220481;40.4254545;bus                 
2339                                              ;Pobladura del Valle-Arcos de Jalón                                                                                                                                                                      ;38                                                ;-3.6241187;40.424565;bus                 
252                                               ;Hermanos García Noblejas-Centro de Salud                                                                                                                                                                ;38                                                ;-3.6262714;40.4257741;bus                 
248                                               ;Hermanos García Noblejas-Gandhi                                                                                                                                                                         ;38                                                ;-3.6282514;40.4282589;bus                 
247                                               ;Castillo de Arévalo                                                                                                                                                                                     ;38                                                ;-3.6294574;40.4299009;bus                 
245                                               ;Metro García Noblejas                                                                                                                                                                                   ;38                                                ;-3.6303312;40.4313106;bus                 
243                                               ;Ascao-Julián Camarillo                                                                                                                                                                                  ;38                                                ;-3.6325171;40.4343527;bus                 
241                                               ;Vital Aza-Albasanz                                                                                                                                                                                      ;38                                                ;-3.6344747;40.4369096;bus                 
239                                               ;Ciudad Lineal                                                                                                                                                                                           ;38                                                ;-3.6361358;40.4392608;bus                 
2337                                              ;Alcalá-Arcones Gil                                                                                                                                                                                      ;38                                                ;-3.6393849;40.4387114;bus                 
2335                                              ;Pueblo Nuevo                                                                                                                                                                                            ;38                                                ;-3.6425419;40.4371713;bus                 
2333                                              ;Quintana                                                                                                                                                                                                ;38                                                ;-3.6466974;40.4352563;bus                 
2331                                              ;Alcalá-Mateo García                                                                                                                                                                                     ;38                                                ;-3.6516296;40.4344358;bus                 
759                                               ;El Carmen                                                                                                                                                                                               ;38                                                ;-3.6559155;40.433853;bus                 
757                                               ;Ventas                                                                                                                                                                                                  ;38                                                ;-3.6619073;40.4328999;bus                 
5146                                              ;Alcalá-Cardenal Belluga                                                                                                                                                                                 ;38                                                ;-3.66457;40.4315243;bus                 
684                                               ;Alcalá-Parque Bomberos                                                                                                                                                                                  ;38                                                ;-3.6665416;40.430603;bus                 
3761                                              ;Manuel Becerra                                                                                                                                                                                          ;38                                                ;-3.6682299;40.4308545;bus                 
5206                                              ;Plaza de España-Terminal                                                                                                                                                                                ;39                                                ;-3.7093118;40.4261683;bus                 
854                                               ;Plaza de España                                                                                                                                                                                         ;39                                                ;-3.710738;40.4248172;bus                 
599                                               ;Jardines de Sabatini                                                                                                                                                                                    ;39                                                ;-3.7129972;40.4233078;bus                 
601                                               ;Cuesta de San Vicente                                                                                                                                                                                   ;39                                                ;-3.7150617;40.4223401;bus                 
603                                               ;Príncipe Pío                                                                                                                                                                                            ;39                                                ;-3.7181463;40.4222939;bus                 
4070                                              ;Glorieta de San Vicente                                                                                                                                                                                 ;39                                                ;-3.7196076;40.4218029;bus                 
606                                               ;Ermita Virgen del Puerto                                                                                                                                                                                ;39                                                ;-3.7195299;40.4185601;bus                 
608                                               ;Puente de Segovia                                                                                                                                                                                       ;39                                                ;-3.719743;40.4163696;bus                 
871                                               ;Puente de Segovia-Paseo de Extremadura                                                                                                                                                                  ;39                                                ;-3.7242296;40.4159767;bus                 
873                                               ;Puerta del Ángel                                                                                                                                                                                        ;39                                                ;-3.7278242;40.4154271;bus                 
875                                               ;Paseo de Extremadura-Guadarrama                                                                                                                                                                         ;39                                                ;-3.7310766;40.4142354;bus                 
877                                               ;Paseo de Extremadura-Albéniz                                                                                                                                                                            ;39                                                ;-3.7351602;40.412705;bus                 
879                                               ;Alto de Extremadura                                                                                                                                                                                     ;39                                                ;-3.737901;40.4116695;bus                 
2255                                              ;Higueras                                                                                                                                                                                                ;39                                                ;-3.7410434;40.4095548;bus                 
5559                                              ;Lucero                                                                                                                                                                                                  ;39                                                ;-3.7440806;40.4065894;bus                 
2259                                              ;Achicoria                                                                                                                                                                                               ;39                                                ;-3.7440365;40.4041572;bus                 
2556                                              ;Concejal Francisco Jiménez-Alhambra                                                                                                                                                                     ;39                                                ;-3.7456079;40.4023903;bus                 
2558                                              ;Concejal Francisco Jiménez-Carboneras                                                                                                                                                                   ;39                                                ;-3.7483262;40.4020394;bus                 
4781                                              ;Concejal Francisco Jiménez-Berlanas                                                                                                                                                                     ;39                                                ;-3.7510671;40.4016342;bus                 
5186                                              ;Sepúlveda-Concejal Francisco Jiménez                                                                                                                                                                    ;39                                                ;-3.7531347;40.4020803;bus                 
5188                                              ;Sepúlveda-Los Yébenes                                                                                                                                                                                   ;39                                                ;-3.7550943;40.4002747;bus                 
51245                                             ;Casa Campo                                                                                                                                                                                              ;39                                                ;-3.7596448;40.4046638;bus                 
892                                               ;Campamento                                                                                                                                                                                              ;39                                                ;-3.7675695;40.3980934;bus                 
894                                               ;Paseo de Extremadura-Avenida Poblados                                                                                                                                                                   ;39                                                ;-3.7713419;40.3951089;bus                 
51079                                             ;Paseo de Extremadura 382                                                                                                                                                                                ;39                                                ;-3.7756747;40.3917961;bus                 
898                                               ;Paseo de Extremadura 392                                                                                                                                                                                ;39                                                ;-3.7778533;40.3901238;bus                 
900                                               ;Paseo de Extremadura km. 8                                                                                                                                                                              ;39                                                ;-3.7804434;40.3881694;bus                 
901                                               ;Aviación Española                                                                                                                                                                                       ;39                                                ;-3.7844272;40.3852505;bus                 
4482                                              ;Avenida de la Aviación-Dehesa Príncipe                                                                                                                                                                  ;39                                                ;-3.7868467;40.3835944;bus                 
644                                               ;Avenida de la Aviación-Medina del Campo                                                                                                                                                                 ;39                                                ;-3.7855728;40.382986;bus                 
646                                               ;Base Aérea Cuatro Vientos                                                                                                                                                                               ;39                                                ;-3.7825347;40.3797318;bus                 
3810                                              ;Avenida de la Aviación-Mirabel                                                                                                                                                                          ;39                                                ;-3.7801194;40.3774418;bus                 
3808                                              ;Avenida de la Aviación-Navalmoral                                                                                                                                                                       ;39                                                ;-3.7764546;40.3773403;bus                 
905                                               ;Salorino-Navalmoral de la Mata                                                                                                                                                                          ;39                                                ;-3.7765915;40.379006;bus                 
374                                               ;Oliva de Plasencia                                                                                                                                                                                      ;39                                                ;-3.7756676;40.3809672;bus                 
375                                               ;San Ignacio                                                                                                                                                                                             ;39                                                ;-3.7732722;40.3807265;bus                 
375                                               ;San Ignacio                                                                                                                                                                                             ;39                                                ;-3.7732722;40.3807265;bus                 
366                                               ;Blas Cabrera-Rafael Finat                                                                                                                                                                               ;39                                                ;-3.7713916;40.3797165;bus                 
906                                               ;Soledad Cazorla-Rafael Finat                                                                                                                                                                            ;39                                                ;-3.7718847;40.378434;bus                 
907                                               ;Soledad Cazorla-Aldeanueva de la Vera                                                                                                                                                                   ;39                                                ;-3.7745399;40.3788396;bus                 
4334                                              ;Aldeanueva de la Vera                                                                                                                                                                                   ;39                                                ;-3.7756156;40.3771117;bus                 
3809                                              ;Avenida de la Aviación-Navalmoral                                                                                                                                                                       ;39                                                ;-3.7764412;40.3769755;bus                 
5159                                              ;Avenida de la Aviación-Mirabel                                                                                                                                                                          ;39                                                ;-3.7798484;40.3775382;bus                 
647                                               ;Base Aérea Cuatro Vientos                                                                                                                                                                               ;39                                                ;-3.7824574;40.379926;bus                 
909                                               ;Avenida de la Aviación-Avenida de las Águilas                                                                                                                                                           ;39                                                ;-3.7843497;40.3826294;bus                 
910                                               ;Aviación Española                                                                                                                                                                                       ;39                                                ;-3.7827153;40.3859558;bus                 
899                                               ;Paseo de Extremadura 445                                                                                                                                                                                ;39                                                ;-3.7772386;40.390209;bus                 
51080                                             ;Paseo de Extremadura 441                                                                                                                                                                                ;39                                                ;-3.7745079;40.3923489;bus                 
895                                               ;Paseo de Extremadura-Avenida Poblados                                                                                                                                                                   ;39                                                ;-3.7699973;40.395798;bus                 
893                                               ;Campamento                                                                                                                                                                                              ;39                                                ;-3.7673873;40.3978424;bus                 
5192                                              ;Sepúlveda-Los Yébenes                                                                                                                                                                                   ;39                                                ;-3.7546918;40.4001061;bus                 
5187                                              ;Sepúlveda-Concejal Francisco Jiménez                                                                                                                                                                    ;39                                                ;-3.7532977;40.401899;bus                 
5381                                              ;Concejal Francisco Jiménez-Berlanas                                                                                                                                                                     ;39                                                ;-3.7510398;40.4014633;bus                 
4782                                              ;Concejal Francisco Jiménez-Carboneras                                                                                                                                                                   ;39                                                ;-3.748629;40.4017762;bus                 
2557                                              ;Concejal Francisco Jiménez-Alhambra                                                                                                                                                                     ;39                                                ;-3.7450296;40.402313;bus                 
2260                                              ;Achicoria                                                                                                                                                                                               ;39                                                ;-3.7439078;40.4042481;bus                 
2258                                              ;Lucero                                                                                                                                                                                                  ;39                                                ;-3.7437453;40.4066095;bus                 
2256                                              ;Higueras                                                                                                                                                                                                ;39                                                ;-3.7413415;40.4093682;bus                 
880                                               ;Alto Extremadura                                                                                                                                                                                        ;39                                                ;-3.7380936;40.4114025;bus                 
878                                               ;Paseo de Extremadura-Albéniz                                                                                                                                                                            ;39                                                ;-3.7350063;40.4125393;bus                 
876                                               ;Paseo de Extremadura-Guadarrama                                                                                                                                                                         ;39                                                ;-3.730913;40.4140563;bus                 
874                                               ;Puerta del Ángel                                                                                                                                                                                        ;39                                                ;-3.7272694;40.415345;bus                 
872                                               ;Puente de Segovia-Paseo de Extremadura                                                                                                                                                                  ;39                                                ;-3.7242115;40.4157606;bus                 
609                                               ;Puente de Segovia                                                                                                                                                                                       ;39                                                ;-3.7194299;40.416331;bus                 
607                                               ;Príncipe Pío-Campo del Moro                                                                                                                                                                             ;39                                                ;-3.7187451;40.4212046;bus                 
5246                                              ;Cuesta de San Vicente                                                                                                                                                                                   ;39                                                ;-3.7145347;40.4220821;bus                 
742                                               ;Jardines de Sabatini                                                                                                                                                                                    ;39                                                ;-3.7126937;40.4230709;bus                 
855                                               ;Plaza de España                                                                                                                                                                                         ;39                                                ;-3.7105477;40.4245841;bus                 
5206                                              ;Plaza de España-Terminal                                                                                                                                                                                ;39                                                ;-3.7093118;40.4261683;bus                 
5206                                              ;Plaza de España-Terminal                                                                                                                                                                                ;39                                                ;-3.7093118;40.4261683;bus                 
854                                               ;Plaza de España                                                                                                                                                                                         ;39                                                ;-3.710738;40.4248172;bus                 
599                                               ;Jardines de Sabatini                                                                                                                                                                                    ;39                                                ;-3.7129972;40.4233078;bus                 
601                                               ;Cuesta de San Vicente                                                                                                                                                                                   ;39                                                ;-3.7150617;40.4223401;bus                 
