fecha|zona_pernoctacion|edad|sexo|numero_viajes|personas
20240307|01001|0-25|hombre|0|133.221
20240307|01001|0-25|hombre|2|128.095
20240307|01001|0-25|hombre|2+|168.348
20240307|01001|0-25|mujer|0|86.621
20240307|01001|0-25|mujer|2|123.083
20240307|01001|0-25|mujer|2+|190.184
20240307|01001|25-45|hombre|0|91.364
20240307|01001|25-45|hombre|2|100.28
20240307|01001|25-45|hombre|2+|149.082
20240307|01001|25-45|mujer|0|67.91
20240307|01001|25-45|mujer|2|64.591
20240307|01001|25-45|mujer|2+|168.335
20240307|01001|45-65|hombre|0|103.141
20240307|01001|45-65|hombre|2|142.83
20240307|01001|45-65|hombre|2+|315.627
20240307|01001|45-65|mujer|0|95.319
20240307|01001|45-65|mujer|2|136.822
20240307|01001|45-65|mujer|2+|258.399
20240307|01001|65-100|hombre|0|79.474
20240307|01001|65-100|hombre|2|41.174
20240307|01001|65-100|hombre|2+|52.115
20240307|01001|65-100|mujer|0|60.66
20240307|01001|65-100|mujer|1|13.017
20240307|01001|65-100|mujer|2|35.558
20240307|01001|65-100|mujer|2+|85.16
20240307|01002|0-25|hombre|0|296.592
20240307|01002|0-25|hombre|1|38.319
20240307|01002|0-25|hombre|2|315.828
20240307|01002|0-25|hombre|2+|590.924
20240307|01002|0-25|mujer|0|272.565
20240307|01002|0-25|mujer|1|37.984
20240307|01002|0-25|mujer|2|256.575
20240307|01002|0-25|mujer|2+|509.921
20240307|01002|25-45|hombre|0|241.563
20240307|01002|25-45|hombre|1|34.512
20240307|01002|25-45|hombre|2|220.841
20240307|01002|25-45|hombre|2+|695.614
20240307|01002|25-45|mujer|0|233.176
20240307|01002|25-45|mujer|1|40.466
20240307|01002|25-45|mujer|2|267.964
20240307|01002|25-45|mujer|2+|637.256
20240307|01002|45-65|hombre|0|326.332
20240307|01002|45-65|hombre|1|80.713
20240307|01002|45-65|hombre|2|291.419
20240307|01002|45-65|hombre|2+|843.249
20240307|01002|45-65|mujer|0|309.09
20240307|01002|45-65|mujer|1|28.091
20240307|01002|45-65|mujer|2|367.242
20240307|01002|45-65|mujer|2+|841.932
20240307|01002|65-100|hombre|0|287.627
20240307|01002|65-100|hombre|1|52.5
20240307|01002|65-100|hombre|2|254.536
20240307|01002|65-100|hombre|2+|420.406
20240307|01002|65-100|mujer|0|319.702
20240307|01002|65-100|mujer|1|69.812
20240307|01002|65-100|mujer|2|333.011
20240307|01002|65-100|mujer|2+|539.044
20240307|01004_AM|0-25|hombre|0|93.36
20240307|01004_AM|0-25|hombre|2|135.654
20240307|01004_AM|0-25|hombre|2+|179.304
20240307|01004_AM|0-25|mujer|0|83.023
20240307|01004_AM|0-25|mujer|2|104.786
20240307|01004_AM|0-25|mujer|2+|147.184
20240307|01004_AM|25-45|hombre|0|90.524
20240307|01004_AM|25-45|hombre|2|74.207
20240307|01004_AM|25-45|hombre|2+|176.857
20240307|01004_AM|25-45|mujer|0|105.752
20240307|01004_AM|25-45|mujer|2|79.708
20240307|01004_AM|25-45|mujer|2+|133.682
20240307|01004_AM|45-65|hombre|0|117.865
