fecha|zona_pernoctacion|edad|sexo|numero_viajes|personas
20240930|01001|0-25|hombre|0|142.200
20240930|01001|0-25|hombre|1|10.164
20240930|01001|0-25|hombre|2|99.700
20240930|01001|0-25|hombre|2+|205.915
20240930|01001|0-25|mujer|0|118.877
20240930|01001|0-25|mujer|2|112.626
20240930|01001|0-25|mujer|2+|175.248
20240930|01001|25-45|hombre|0|89.658
20240930|01001|25-45|hombre|2|62.365
20240930|01001|25-45|hombre|2+|153.275
20240930|01001|25-45|mujer|0|73.292
20240930|01001|25-45|mujer|2|81.899
20240930|01001|25-45|mujer|2+|163.576
20240930|01001|45-65|hombre|0|113.300
20240930|01001|45-65|hombre|1|10.403
20240930|01001|45-65|hombre|2|157.361
20240930|01001|45-65|hombre|2+|266.913
20240930|01001|45-65|mujer|0|97.875
20240930|01001|45-65|mujer|1|20.539
20240930|01001|45-65|mujer|2|146.327
20240930|01001|45-65|mujer|2+|239.990
20240930|01001|65-100|hombre|0|69.673
20240930|01001|65-100|hombre|2|50.939
20240930|01001|65-100|hombre|2+|68.127
20240930|01001|65-100|mujer|0|82.340
20240930|01001|65-100|mujer|2|51.223
20240930|01001|65-100|mujer|2+|75.643
20240930|01002|0-25|hombre|0|280.285
20240930|01002|0-25|hombre|1|39.822
20240930|01002|0-25|hombre|2|311.408
20240930|01002|0-25|hombre|2+|625.096
20240930|01002|0-25|mujer|0|263.319
20240930|01002|0-25|mujer|1|39.322
20240930|01002|0-25|mujer|2|273.715
20240930|01002|0-25|mujer|2+|534.274
20240930|01002|25-45|hombre|0|276.447
20240930|01002|25-45|hombre|1|28.262
20240930|01002|25-45|hombre|2|263.994
20240930|01002|25-45|hombre|2+|614.610
20240930|01002|25-45|mujer|0|218.744
20240930|01002|25-45|mujer|1|51.085
20240930|01002|25-45|mujer|2|311.497
20240930|01002|25-45|mujer|2+|543.480
20240930|01002|45-65|hombre|0|295.661
20240930|01002|45-65|hombre|1|70.503
20240930|01002|45-65|hombre|2|345.123
20240930|01002|45-65|hombre|2+|792.263
20240930|01002|45-65|mujer|0|314.527
20240930|01002|45-65|mujer|1|35.706
20240930|01002|45-65|mujer|2|383.543
20240930|01002|45-65|mujer|2+|860.631
20240930|01002|65-100|hombre|0|310.054
20240930|01002|65-100|hombre|1|26.379
20240930|01002|65-100|hombre|2|277.425
20240930|01002|65-100|hombre|2+|503.704
20240930|01002|65-100|mujer|0|332.956
20240930|01002|65-100|mujer|1|56.130
20240930|01002|65-100|mujer|2|329.306
20240930|01002|65-100|mujer|2+|585.038
20240930|01004_AM|0-25|hombre|0|131.181
20240930|01004_AM|0-25|hombre|2|116.165
20240930|01004_AM|0-25|hombre|2+|142.273
20240930|01004_AM|0-25|mujer|0|106.486
20240930|01004_AM|0-25|mujer|2|65.272
20240930|01004_AM|0-25|mujer|2+|167.470
20240930|01004_AM|25-45|hombre|0|88.558
20240930|01004_AM|25-45|hombre|1|13.634
20240930|01004_AM|25-45|hombre|2|76.097
20240930|01004_AM|25-45|hombre|2+|165.330
20240930|01004_AM|25-45|mujer|0|74.591
20240930|01004_AM|25-45|mujer|2|124.124
20240930|01004_AM|25-45|mujer|2+|144.762
20240930|01004_AM|45-65|hombre|0|141.817
20240930|01004_AM|45-65|hombre|1|19.256
20240930|01004_AM|45-65|hombre|2|117.341
20240930|01004_AM|45-65|hombre|2+|245.557
20240930|01004_AM|45-65|mujer|0|152.081
20240930|01004_AM|45-65|mujer|2|118.923
20240930|01004_AM|45-65|mujer|2+|227.282
20240930|01004_AM|65-100|hombre|0|92.314
20240930|01004_AM|65-100|hombre|2|54.227
20240930|01004_AM|65-100|hombre|2+|91.563
20240930|01004_AM|65-100|mujer|0|100.491
20240930|01004_AM|65-100|mujer|2|79.965
20240930|01004_AM|65-100|mujer|2+|108.848
20240930|01009_AM|0-25|hombre|0|140.679
20240930|01009_AM|0-25|hombre|2|152.192
20240930|01009_AM|0-25|hombre|2+|267.216
20240930|01009_AM|0-25|mujer|0|134.677
