fecha|zona_pernoctacion|edad|sexo|numero_viajes|personas
20240106|01001|0-25|hombre|0|198.376
20240106|01001|0-25|hombre|1|22.8
20240106|01001|0-25|hombre|2|84.004
20240106|01001|0-25|hombre|2+|127.904
20240106|01001|0-25|mujer|0|184.556
20240106|01001|0-25|mujer|2|97.281
20240106|01001|0-25|mujer|2+|126.578
20240106|01001|25-45|hombre|0|170.068
20240106|01001|25-45|hombre|1|13.601
20240106|01001|25-45|hombre|2|70.479
20240106|01001|25-45|hombre|2+|90.469
20240106|01001|25-45|mujer|0|138.932
20240106|01001|25-45|mujer|1|20.918
20240106|01001|25-45|mujer|2|90.546
20240106|01001|25-45|mujer|2+|77.095
20240106|01001|45-65|hombre|0|253.147
20240106|01001|45-65|hombre|1|16.984
20240106|01001|45-65|hombre|2|103.149
20240106|01001|45-65|hombre|2+|160.247
20240106|01001|45-65|mujer|0|265.45
20240106|01001|45-65|mujer|1|29.933
20240106|01001|45-65|mujer|2|96.839
20240106|01001|45-65|mujer|2+|124.643
20240106|01001|65-100|hombre|0|114.627
20240106|01001|65-100|hombre|2|42.591
20240106|01001|65-100|hombre|2+|19.285
20240106|01001|65-100|mujer|0|120.591
20240106|01001|65-100|mujer|1|14.386
20240106|01001|65-100|mujer|2|20.29
20240106|01001|65-100|mujer|2+|54.416
20240106|01002|0-25|hombre|0|477.751
20240106|01002|0-25|hombre|1|62.139
20240106|01002|0-25|hombre|2|293.292
20240106|01002|0-25|hombre|2+|407.414
20240106|01002|0-25|mujer|0|401.919
20240106|01002|0-25|mujer|1|89.824
20240106|01002|0-25|mujer|2|274.461
20240106|01002|0-25|mujer|2+|332.008
20240106|01002|25-45|hombre|0|376.298
20240106|01002|25-45|hombre|1|68.922
20240106|01002|25-45|hombre|2|339.842
20240106|01002|25-45|hombre|2+|419.149
20240106|01002|25-45|mujer|0|310.855
20240106|01002|25-45|mujer|1|98.148
20240106|01002|25-45|mujer|2|243.741
20240106|01002|25-45|mujer|2+|521.317
20240106|01002|45-65|hombre|0|517.52
20240106|01002|45-65|hombre|1|132.747
20240106|01002|45-65|hombre|2|304.625
20240106|01002|45-65|hombre|2+|598.944
20240106|01002|45-65|mujer|0|457.376
20240106|01002|45-65|mujer|1|113.707
20240106|01002|45-65|mujer|2|404.091
20240106|01002|45-65|mujer|2+|555.232
20240106|01002|65-100|hombre|0|323.49
20240106|01002|65-100|hombre|1|95.073
20240106|01002|65-100|hombre|2|310.386
20240106|01002|65-100|hombre|2+|285.777
20240106|01002|65-100|mujer|0|485.249
20240106|01002|65-100|mujer|1|97.418
20240106|01002|65-100|mujer|2|351.002
20240106|01002|65-100|mujer|2+|332.425
20240106|01004_AM|0-25|hombre|0|239.452
20240106|01004_AM|0-25|hombre|1|27.141
20240106|01004_AM|0-25|hombre|2|84.674
20240106|01004_AM|0-25|hombre|2+|77.844
20240106|01004_AM|0-25|mujer|0|182.501
20240106|01004_AM|0-25|mujer|1|22.054
20240106|01004_AM|0-25|mujer|2|83.254
20240106|01004_AM|0-25|mujer|2+|89.26
20240106|01004_AM|25-45|hombre|0|201.424
20240106|01004_AM|25-45|hombre|2|72.171
20240106|01004_AM|25-45|hombre|2+|57.46
20240106|01004_AM|25-45|mujer|0|202.333
20240106|01004_AM|25-45|mujer|1|28.083
20240106|01004_AM|25-45|mujer|2|93.556
20240106|01004_AM|25-45|mujer|2+|42.879
20240106|01004_AM|45-65|hombre|0|278.095
20240106|01004_AM|45-65|hombre|1|22.919
20240106|01004_AM|45-65|hombre|2|110.163
20240106|01004_AM|45-65|hombre|2+|112.892
20240106|01004_AM|45-65|mujer|0|282.064
20240106|01004_AM|45-65|mujer|1|25.287
20240106|01004_AM|45-65|mujer|2|129.042
20240106|01004_AM|45-65|mujer|2+|69.574
20240106|01004_AM|65-100|hombre|0|141.422
20240106|01004_AM|65-100|hombre|1|20.217
20240106|01004_AM|65-100|hombre|2|42.961
20240106|01004_AM|65-100|hombre|2+|26.713
20240106|01004_AM|65-100|mujer|0|179.198
20240106|01004_AM|65-100|mujer|1|13.434
20240106|01004_AM|65-100|mujer|2|52.36
20240106|01004_AM|65-100|mujer|2+|49.52
20240106|01009_AM|0-25|hombre|0|272.213
20240106|01009_AM|0-25|hombre|1|47.902
20240106|01009_AM|0-25|hombre|2|123.581
20240106|01009_AM|0-25|hombre|2+|175.682
20240106|01009_AM|0-25|mujer|0|275.376
20240106|01009_AM|0-25|mujer|1|35.063
20240106|01009_AM|0-25|mujer|2|112.831
20240106|01009_AM|0-25|mujer|2+|156.801
20240106|01009_AM|25-45|hombre|0|271.905
20240106|01009_AM|25-45|hombre|1|26.674
20240106|01009_AM|25-45|hombre|2|84.25
20240106|01009_AM|25-45|hombre|2+|158.06
20240106|01009_AM|25-45|mujer|0|215.489
20240106|01009_AM|25-45|mujer|1|36.643
20240106|01009_AM|25-45|mujer|2|103.431
20240106|01009_AM|25-45|mujer|2+|128.74
20240106|01009_AM|45-65|hombre|0|455.192
20240106|01009_AM|45-65|hombre|1|73.034
20240106|01009_AM|45-65|hombre|2|236.99
20240106|01009_AM|45-65|hombre|2+|219.885
20240106|01009_AM|45-65|mujer|0|420.544
20240106|01009_AM|45-65|mujer|1|28.777
20240106|01009_AM|45-65|mujer|2|215.364
20240106|01009_AM|45-65|mujer|2+|221.392
20240106|01009_AM|65-100|hombre|0|279.98
20240106|01009_AM|65-100|hombre|1|33.7
20240106|01009_AM|65-100|hombre|2|104.582
20240106|01009_AM|65-100|hombre|2+|104.221
20240106|01009_AM|65-100|mujer|0|285.301
20240106|01009_AM|65-100|mujer|1|40.167
20240106|01009_AM|65-100|mujer|2|91.465
20240106|01009_AM|65-100|mujer|2+|100.027
20240106|01010|0-25|hombre|0|178.585
20240106|01010|0-25|hombre|1|11.3
20240106|01010|0-25|hombre|2|114.556
20240106|01010|0-25|hombre|2+|78.425
20240106|01010|0-25|mujer|0|152.954
20240106|01010|0-25|mujer|1|15.522
20240106|01010|0-25|mujer|2|100.55
20240106|01010|0-25|mujer|2+|100.853
20240106|01010|25-45|hombre|0|140.348
20240106|01010|25-45|hombre|1|25.476
20240106|01010|25-45|hombre|2|68.804
20240106|01010|25-45|hombre|2+|85.211
20240106|01010|25-45|mujer|0|121.657
20240106|01010|25-45|mujer|2|80.0
20240106|01010|25-45|mujer|2+|106.132
20240106|01010|45-65|hombre|0|192.776
20240106|01010|45-65|hombre|1|28.477
20240106|01010|45-65|hombre|2|142.987
20240106|01010|45-65|hombre|2+|142.093
20240106|01010|45-65|mujer|0|162.373
20240106|01010|45-65|mujer|1|39.216
20240106|01010|45-65|mujer|2|139.707
20240106|01010|45-65|mujer|2+|130.195
20240106|01010|65-100|hombre|0|161.803
20240106|01010|65-100|hombre|1|20.406
20240106|01010|65-100|hombre|2|53.998
20240106|01010|65-100|hombre|2+|72.378
20240106|01010|65-100|mujer|0|121.922
20240106|01010|65-100|mujer|1|12.289
20240106|01010|65-100|mujer|2|71.947
20240106|01010|65-100|mujer|2+|69.762
20240106|01017_AM|0-25|hombre|0|283.833
20240106|01017_AM|0-25|hombre|1|25.326
20240106|01017_AM|0-25|hombre|2|109.876
20240106|01017_AM|0-25|hombre|2+|116.401
20240106|01017_AM|0-25|mujer|0|250.067
20240106|01017_AM|0-25|mujer|1|48.873
20240106|01017_AM|0-25|mujer|2|79.561
20240106|01017_AM|0-25|mujer|2+|96.425
20240106|01017_AM|25-45|hombre|0|299.29
20240106|01017_AM|25-45|hombre|1|44.786
20240106|01017_AM|25-45|hombre|2|107.024
20240106|01017_AM|25-45|hombre|2+|115.742
20240106|01017_AM|25-45|mujer|0|246.319
20240106|01017_AM|25-45|mujer|1|50.038
20240106|01017_AM|25-45|mujer|2|116.7
20240106|01017_AM|25-45|mujer|2+|103.404
20240106|01017_AM|45-65|hombre|0|374.555
20240106|01017_AM|45-65|hombre|1|62.849
20240106|01017_AM|45-65|hombre|2|204.879
20240106|01017_AM|45-65|hombre|2+|230.329
20240106|01017_AM|45-65|mujer|0|351.809
20240106|01017_AM|45-65|mujer|1|36.985
20240106|01017_AM|45-65|mujer|2|146.418
20240106|01017_AM|45-65|mujer|2+|165.578
20240106|01017_AM|65-100|hombre|0|385.847
