fecha|zona_pernoctacion|edad|sexo|numero_viajes|personas
20240911|01001|0-25|hombre|0|129.449
20240911|01001|0-25|hombre|2|122.212
20240911|01001|0-25|hombre|2+|185.100
20240911|01001|0-25|mujer|0|95.450
20240911|01001|0-25|mujer|1|12.450
20240911|01001|0-25|mujer|2|99.600
20240911|01001|0-25|mujer|2+|199.309
20240911|01001|25-45|hombre|0|85.456
20240911|01001|25-45|hombre|2|79.366
20240911|01001|25-45|hombre|2+|155.906
20240911|01001|25-45|mujer|0|76.291
20240911|01001|25-45|mujer|2|103.268
20240911|01001|25-45|mujer|2+|164.554
20240911|01001|45-65|hombre|0|132.364
20240911|01001|45-65|hombre|2|146.936
20240911|01001|45-65|hombre|2+|253.827
20240911|01001|45-65|mujer|0|96.076
20240911|01001|45-65|mujer|2|158.935
20240911|01001|45-65|mujer|2+|248.961
20240911|01001|65-100|hombre|0|72.964
20240911|01001|65-100|hombre|2|55.523
20240911|01001|65-100|hombre|2+|70.328
20240911|01001|65-100|mujer|0|68.349
20240911|01001|65-100|mujer|2|48.426
20240911|01001|65-100|mujer|2+|87.613
20240911|01002|0-25|hombre|0|293.805
20240911|01002|0-25|hombre|1|31.198
20240911|01002|0-25|hombre|2|306.110
20240911|01002|0-25|hombre|2+|604.979
20240911|01002|0-25|mujer|0|179.293
20240911|01002|0-25|mujer|1|44.490
20240911|01002|0-25|mujer|2|291.096
20240911|01002|0-25|mujer|2+|566.411
20240911|01002|25-45|hombre|0|273.426
20240911|01002|25-45|hombre|1|39.061
20240911|01002|25-45|hombre|2|218.837
20240911|01002|25-45|hombre|2+|625.658
20240911|01002|25-45|mujer|0|254.753
20240911|01002|25-45|mujer|1|57.059
20240911|01002|25-45|mujer|2|270.931
20240911|01002|25-45|mujer|2+|535.272
20240911|01002|45-65|hombre|0|350.359
20240911|01002|45-65|hombre|1|46.766
20240911|01002|45-65|hombre|2|382.578
20240911|01002|45-65|hombre|2+|719.428
20240911|01002|45-65|mujer|0|385.138
20240911|01002|45-65|mujer|1|77.638
20240911|01002|45-65|mujer|2|419.984
20240911|01002|45-65|mujer|2+|673.547
20240911|01002|65-100|hombre|0|312.654
20240911|01002|65-100|hombre|1|47.004
20240911|01002|65-100|hombre|2|258.213
20240911|01002|65-100|hombre|2+|496.318
20240911|01002|65-100|mujer|0|353.020
20240911|01002|65-100|mujer|1|62.430
20240911|01002|65-100|mujer|2|364.805
20240911|01002|65-100|mujer|2+|539.360
20240911|01004_AM|0-25|hombre|0|119.199
20240911|01004_AM|0-25|hombre|2|123.075
20240911|01004_AM|0-25|hombre|2+|188.840
20240911|01004_AM|0-25|mujer|0|107.599
20240911|01004_AM|0-25|mujer|1|14.501
20240911|01004_AM|0-25|mujer|2|112.524
20240911|01004_AM|0-25|mujer|2+|135.989
20240911|01004_AM|25-45|hombre|0|114.228
20240911|01004_AM|25-45|hombre|2|68.929
20240911|01004_AM|25-45|hombre|2+|160.320
20240911|01004_AM|25-45|mujer|0|92.725
