fecha|zona_pernoctacion|edad|sexo|numero_viajes|personas
20240830|01001|0-25|hombre|0|164.985
20240830|01001|0-25|hombre|2|109.809
20240830|01001|0-25|hombre|2+|146.246
20240830|01001|0-25|mujer|0|130.611
20240830|01001|0-25|mujer|2|65.282
20240830|01001|0-25|mujer|2+|162.316
20240830|01001|25-45|hombre|0|103.402
20240830|01001|25-45|hombre|1|15.021
20240830|01001|25-45|hombre|2|67.617
20240830|01001|25-45|hombre|2+|119.161
20240830|01001|25-45|mujer|0|99.767
20240830|01001|25-45|mujer|1|13.416
20240830|01001|25-45|mujer|2|78.728
20240830|01001|25-45|mujer|2+|110.814
20240830|01001|45-65|hombre|0|158.540
20240830|01001|45-65|hombre|1|22.638
20240830|01001|45-65|hombre|2|93.669
20240830|01001|45-65|hombre|2+|231.452
20240830|01001|45-65|mujer|0|121.891
20240830|01001|45-65|mujer|1|32.009
20240830|01001|45-65|mujer|2|129.184
20240830|01001|45-65|mujer|2+|188.456
20240830|01001|65-100|hombre|0|45.671
20240830|01001|65-100|hombre|1|13.461
20240830|01001|65-100|hombre|2|47.036
20240830|01001|65-100|hombre|2+|88.124
20240830|01001|65-100|mujer|0|84.207
20240830|01001|65-100|mujer|1|16.349
20240830|01001|65-100|mujer|2|54.319
20240830|01001|65-100|mujer|2+|57.163
20240830|01002|0-25|hombre|0|330.741
20240830|01002|0-25|hombre|1|53.361
20240830|01002|0-25|hombre|2|225.595
20240830|01002|0-25|hombre|2+|471.440
20240830|01002|0-25|mujer|0|249.844
20240830|01002|0-25|mujer|1|62.947
20240830|01002|0-25|mujer|2|225.789
20240830|01002|0-25|mujer|2+|459.300
20240830|01002|25-45|hombre|0|242.904
20240830|01002|25-45|hombre|1|50.795
20240830|01002|25-45|hombre|2|180.209
20240830|01002|25-45|hombre|2+|522.081
20240830|01002|25-45|mujer|0|226.638
20240830|01002|25-45|mujer|1|54.153
20240830|01002|25-45|mujer|2|258.137
20240830|01002|25-45|mujer|2+|445.795
20240830|01002|45-65|hombre|0|303.894
20240830|01002|45-65|hombre|1|72.115
20240830|01002|45-65|hombre|2|310.688
20240830|01002|45-65|hombre|2+|669.663
20240830|01002|45-65|mujer|0|320.527
20240830|01002|45-65|mujer|1|78.453
20240830|01002|45-65|mujer|2|350.793
20240830|01002|45-65|mujer|2+|668.007
20240830|01002|65-100|hombre|0|254.918
20240830|01002|65-100|hombre|1|53.395
20240830|01002|65-100|hombre|2|293.803
20240830|01002|65-100|hombre|2+|379.670
20240830|01002|65-100|mujer|0|317.482
20240830|01002|65-100|mujer|1|73.837
20240830|01002|65-100|mujer|2|267.472
20240830|01002|65-100|mujer|2+|509.480
20240830|01004_AM|0-25|hombre|0|209.263
20240830|01004_AM|0-25|hombre|2|88.566
20240830|01004_AM|0-25|hombre|2+|113.223
20240830|01004_AM|0-25|mujer|0|167.015
20240830|01004_AM|0-25|mujer|1|14.257
20240830|01004_AM|0-25|mujer|2|75.292
20240830|01004_AM|0-25|mujer|2+|104.478
20240830|01004_AM|25-45|hombre|0|126.132
20240830|01004_AM|25-45|hombre|1|11.447
20240830|01004_AM|25-45|hombre|2|93.164
20240830|01004_AM|25-45|hombre|2+|128.321
20240830|01004_AM|25-45|mujer|0|148.533
20240830|01004_AM|25-45|mujer|1|10.944
20240830|01004_AM|25-45|mujer|2|55.462
20240830|01004_AM|25-45|mujer|2+|107.522
20240830|01004_AM|45-65|hombre|0|193.117
20240830|01004_AM|45-65|hombre|1|20.844
20240830|01004_AM|45-65|hombre|2|129.738
20240830|01004_AM|45-65|hombre|2+|170.742
20240830|01004_AM|45-65|mujer|0|199.410
20240830|01004_AM|45-65|mujer|1|33.593
20240830|01004_AM|45-65|mujer|2|141.531
20240830|01004_AM|45-65|mujer|2+|185.774
20240830|01004_AM|65-100|hombre|0|127.621
20240830|01004_AM|65-100|hombre|1|10.684
20240830|01004_AM|65-100|hombre|2|69.803
20240830|01004_AM|65-100|hombre|2+|56.065
20240830|01004_AM|65-100|mujer|0|164.209
20240830|01004_AM|65-100|mujer|1|11.487
20240830|01004_AM|65-100|mujer|2|89.428
20240830|01004_AM|65-100|mujer|2+|77.528
20240830|01009_AM|0-25|hombre|0|195.901
20240830|01009_AM|0-25|hombre|1|36.034
20240830|01009_AM|0-25|hombre|2|144.483
20240830|01009_AM|0-25|hombre|2+|299.983
20240830|01009_AM|0-25|mujer|0|204.064
20240830|01009_AM|0-25|mujer|1|17.365
20240830|01009_AM|0-25|mujer|2|101.839
20240830|01009_AM|0-25|mujer|2+|295.265
20240830|01009_AM|25-45|hombre|0|174.527
20240830|01009_AM|25-45|hombre|1|40.158
20240830|01009_AM|25-45|hombre|2|138.066
20240830|01009_AM|25-45|hombre|2+|350.213
20240830|01009_AM|25-45|mujer|0|125.276
20240830|01009_AM|25-45|mujer|1|34.196
20240830|01009_AM|25-45|mujer|2|108.568
20240830|01009_AM|25-45|mujer|2+|250.219
20240830|01009_AM|45-65|hombre|0|323.202
20240830|01009_AM|45-65|hombre|1|55.995
20240830|01009_AM|45-65|hombre|2|229.115
20240830|01009_AM|45-65|hombre|2+|437.740
20240830|01009_AM|45-65|mujer|0|249.910
20240830|01009_AM|45-65|mujer|1|48.344
20240830|01009_AM|45-65|mujer|2|235.333
20240830|01009_AM|45-65|mujer|2+|386.372
20240830|01009_AM|65-100|hombre|0|214.331
20240830|01009_AM|65-100|hombre|1|26.293
